"MEdarkred"	"MEgreen"	"MEpink"	"MEtan"	"MEviolet"	"MEsteelblue"	"MEsaddlebrown"	"MEyellow"	"MEdarkturquoise"	"MEmidnightblue"	"MEturquoise"	"MEdarkolivegreen"	"MEpaleturquoise"	"MEgrey60"	"MElightyellow"	"MEskyblue"	"MEwhite"	"MEdarkgrey"	"MEsalmon"	"MEblack"	"MEgreenyellow"	"MElightgreen"	"MEdarkorange"	"MEblue"	"MEroyalblue"	"MElightcyan"	"MEmagenta"	"MEcyan"	"MEbrown"	"MEdarkgreen"	"MEpurple"	"MEorange"	"MEred"	"MEgrey"
"CC1327.202.Wk1"	-0.102669229958673	-0.000803378889308539	-0.043624865534247	-0.0170205098824617	-0.200376315430232	-0.113781389785964	-0.0134466600721754	-0.0397055252913179	0.0543043457400189	-0.00982260749188607	-0.0786319256587387	-0.0685349331306262	-0.0336173171210424	0.0153873265572524	0.0275562146100127	0.0823219006929153	0.113750002397636	0.119016302465745	0.125888027724317	0.109763381593075	0.118887337425246	-0.167743534222969	-0.00911754798000488	-0.0642106620440134	-0.0773757723787611	-0.0985817292566821	-0.0753190468850103	0.243478671349454	0.0297092985610084	0.0939588591635944	0.053717346139774	0.0138843054736204	0.0291027171418356	-0.138864109365861
"CC1329.202.Wk1"	-0.022400087368699	0.0265679733669773	-0.0341947564668981	-0.0641364162936506	-0.0633187913693805	-0.00343582688846366	0.0299849013337578	0.00592711323886293	0.0458327831290815	0.00248847469422085	0.00328600143698888	-0.0237700584866422	0.0332270339834703	-0.0355346655130139	-0.0344631669341284	0.11301748515781	-0.170521884580723	0.0367308828325438	0.0831065827821323	0.100917107603348	0.110418131192367	0.147685342199625	0.00588262819011174	0.0323785455170716	0.0129112898340556	-0.0240655034612884	-0.028959294558911	-0.036915818541366	0.0380847917158847	0.00275144720028497	-0.0155820947161354	-0.0319873697570215	-0.0509730202308513	0.0404004614358863
"CC1360.201.Wk1"	0.0284445506953505	0.103174423078846	0.138977483563217	-0.0033001086046227	-0.0858634452176953	0.155307240056149	0.254873045261571	0.194485727409924	0.248623725657596	0.142307790633283	0.187749261701584	-0.129817530263595	-0.0906034809045397	0.0637879643375442	-0.0636634726090766	0.0797984037829792	0.171201607175478	0.00642994197595859	0.00571823446686046	0.0574041450871384	0.143121871407964	-0.0772082100090083	-0.220710172491653	-0.189685880020876	-0.194267905603297	-0.176370019608437	-0.119187130207037	-0.0915513432854286	-0.183831572855417	-0.149735140059659	-0.162985218767122	-0.224687024091548	-0.175876170821664	-0.115473730115493
"CC1368.202.Wk1"	0.0417362441063225	0.127156579663532	0.177999160275798	0.2706252468248	-0.0368647554241212	0.140897488236978	0.209300726566113	0.197303524940216	0.180602255150553	0.113167079955608	0.127438466060964	-0.207886817445563	-0.0830100879823947	-0.0156009806570771	-0.142889049824744	-0.259784509057251	-0.17726685021609	-0.0462398237985976	-0.0247602495062564	0.0585045227490881	0.145400929924973	-0.0544888462438128	-0.198185365692676	-0.116817094324177	-0.115208931344257	-0.11924146990662	-0.0874897190360911	-0.173488527982273	-0.203679664726881	-0.234530771786202	-0.215862013600711	-0.236168965121914	-0.291540043439169	0.0378660003444857
"CC1409.203.Wk1"	-0.342233142757701	-0.274108714252463	-0.199233214305654	-0.00713035804957669	-0.290999534300854	-0.279250005169741	-0.140239294425961	-0.162277332156949	0.0625393545754753	-0.0567463038222897	-0.146877781031086	0.151075194968352	0.101092387233711	0.164102181738065	0.270863037347468	0.0864418181423156	0.0481435280850336	0.260736303389764	0.217171760550849	0.0888284969726832	0.0547539014728545	0.18169163049388	0.059007308317587	-0.0291316964164184	-0.105181993102171	-0.128450529555522	-0.215662774715854	-0.173510271148237	0.159278976132444	0.18783777674877	0.246428510754695	0.156867663280624	0.223108439340245	-0.236551317044707
"CC1420.204.Wk1"	0.0753566066289135	0.177841944575564	0.0963371653959691	0.0952133709676355	-0.135075400396833	-0.0609457632720494	0.0143564965271514	-0.0340958366572577	-0.0165458785718941	-0.162278060437085	-0.14656181592039	-0.19797201795635	-0.288097586343082	-0.176246052849719	-0.162187214114176	-0.171577643896174	-0.190067997856947	-0.00274726175297695	0.0416321499892805	0.105775162219312	0.0836526741178386	-0.0148715785556694	0.112096274195478	0.0466344170573776	0.0503919635105031	0.112733961749129	0.123231955251789	0.0691800202540656	-0.0259724590410951	-0.0130939122379984	-0.0362109669404294	0.00214731305829448	-0.0726783444324622	-0.115540452767268
"CC1566.203.Wk1"	0.0630565152987685	0.0792096599034875	0.082087387636812	0.167522733496567	-0.0644868311141805	-0.093134463684686	-0.0419265718257081	-0.0751988511919942	-0.124855621392988	-0.158887901106893	-0.128902756104219	-0.00377059334001565	-0.0832497033395478	-0.102813680206525	-0.0620951518752577	-0.197134972737333	0.154054765877313	-0.0515600856984133	-0.0594584025640336	-0.0140843534356626	-0.0531243023311771	-0.164901716279529	0.12176791849019	0.063904907576268	0.106420740842348	0.11519477055007	0.11080448030899	-0.0873880855877736	0.011797538055823	0.0035779695737684	0.0290965646779805	0.100605990653327	0.0707019917684955	-0.109290141899151
"CC1628.201.Wk1"	0.0420133594908125	-0.036273111470994	-0.0318489839899212	-0.0300509176972031	0.0737167874558236	-0.00802764399617018	-0.105294127545398	-0.0718158925038177	-0.117350541891351	-0.0400554413055395	-0.0330019435232532	0.113515248592647	-0.0169872955999877	-0.000364722337561978	0.0422990235631458	0.126064304511047	0.0811108727277674	-0.0336463049230891	-0.0494853243163089	-0.13612406963327	-0.15599729437507	0.217080668361685	0.103929240558138	0.0577578061447503	0.0600087016006509	0.0827560143921626	0.087776278062892	-0.0267548468874586	0.0573335030870491	0.042543048541739	0.0693146907400453	0.109936896246736	0.105914568476082	-0.00845296154944351
"CC1327.202.Wk2"	-0.0143116654898567	0.000577172494913885	-0.130140735142235	-0.229986577802932	0.00739194538152759	-0.111664224366953	-0.123717879015303	-0.145208978253254	-0.103305879540427	-0.0747090401777199	-0.0919063838622995	-0.00833458926474528	0.0442170756944618	-0.0549001923264415	0.0512537083215295	0.135129571130179	0.120304985979762	0.0857039443524447	0.113229205673589	0.111693179514583	0.0505665565679806	-0.126056913335379	0.0394425364063	0.0860284842007505	0.060351868564486	0.0325608165122923	0.0471144536942318	0.312834400108204	0.137788801129695	0.148372861650572	0.100327195009754	0.0773674861772129	0.0430344738023703	0.0322119894256264
"CC1329.202.Wk2"	-0.112825065630411	-0.130365557057042	-0.131056314049507	-0.0974174982584437	0.0121196767844879	0.0109822717712978	-0.0259352262253084	0.00799417233993277	0.054266558425707	0.0799409105291307	0.0371385134824768	0.059184570385791	0.0978913613600524	0.0671629650165691	0.0978318235393291	0.109035132599533	-0.245682037313684	0.0863466553048443	0.0914626400932345	0.038437365504422	0.0366941927120125	0.0516524299866721	0.00350602198320263	0.0616652455376104	0.0235292577899122	-0.051675246518248	-0.0871094968485297	-0.0355537878604772	0.109614977956765	0.0597872108177962	0.0635745714189721	0.0183618604278391	-0.00706852381434439	0.143452940821468
"CC1360.201.Wk2"	-0.048426911104689	0.0158924040083855	0.062158176058821	0.0950481201669995	-0.0941520956356136	0.0522664217210245	0.135123516252341	0.115985409671876	0.143522253372136	0.0839567059005395	0.0679263688676074	-0.0774659101706425	-0.0602624435463874	0.0428885319063593	-0.0466428486519834	0.0870153744056464	0.0398165535216997	0.0204446323273796	0.0406075290047561	0.0504776296704715	0.112255457027925	-0.107548906511517	-0.11988115847182	-0.0997139925803883	-0.117832446356276	-0.139964139275207	-0.115694873165195	-0.0337217087460631	-0.0961173271554492	-0.0590051901993461	-0.0861161625093658	-0.130072384968699	-0.100334432549764	-0.0784409047877993
"CC1368.202.Wk2"	0.272752133303224	0.16698395725204	0.185439336849597	0.159750895386449	0.363968157393012	0.297061909885874	0.160514698853348	0.192489415764971	0.0445643285969735	0.0688311312766813	0.151550331494327	-0.13759152969532	-0.0280318531880744	-0.1362205724574	-0.259438540922758	-0.214619110027532	-0.104375478629594	-0.222174204857747	-0.168388346288265	-0.0652414999860962	0.0253069330511915	-0.0360713441313312	-0.150069158133865	-0.00278839364984169	0.0775634164793687	0.0859504249747113	0.128797782625633	-0.146025233815494	-0.231963133411398	-0.306121084872169	-0.308499884691331	-0.258780057878656	-0.315101721834129	0.183826542173912
"CC1409.203.Wk2"	0.0773331092963114	0.148905426780302	0.0363579644645654	-0.010256628897846	-0.0452493280729786	-0.0635650232658173	0.0176629731942034	-0.0659515499427071	-0.0379799711373974	-0.157381269294924	-0.13720346509319	-0.135155053387748	-0.0674625654482042	-0.166494795367459	-0.0922132462085424	0.10144137192582	0.0200170265671199	0.0267557345180121	0.0712050635980978	0.133046110095858	0.101909538123152	0.173562514598778	0.0564198473431299	0.121349723485397	0.0944296246599932	0.0822965012070659	0.108872480055858	-0.0808282036499711	0.059013828030314	0.0196965159520365	-0.00295327255094447	-0.018977752925264	-0.083566029805433	-0.11506293556778
"CC1420.204.Wk2"	0.00947134798452952	-0.0825576744270851	-0.0948547324677272	-0.0607142537901386	0.103826050704718	-0.0955533592277115	-0.171828241917766	-0.15125772067652	-0.188086520680542	-0.14449307789154	-0.109245170400936	0.192683404744946	0.20232680896589	-0.0676619265495381	-0.000270865644965996	-0.142256632514104	-0.178759698618049	-0.072398406184084	-0.0424038761653015	-0.0554773750963864	-0.128211546039809	0.0246364043740298	0.209995899240978	0.22207732744197	0.202024388263078	0.219771038122262	0.14370800807818	0.0918484468518075	0.138726263868344	0.0991329180100856	0.0977723432525037	0.216869419404686	0.134296684644318	0.239402266849484
"CC1566.203.Wk2"	0.077068651345302	0.0304326482267749	-0.0716744295031508	-0.0669749048435048	0.116099818729714	-0.0119376979250774	-0.102533800961919	-0.111027709460371	-0.113507225830297	-0.0448390580873703	-0.047819769918771	-0.114265352696873	-0.0460145935169994	-0.0568209693466823	0.0230784345481107	-0.215038450509454	0.0993024165086406	0.0827909790113981	0.106011085699669	0.0816822606754932	0.0450875377651311	-0.233457032184967	0.111325719457307	0.0753517847646738	0.161379005483886	0.13210000630017	0.127160689411646	-0.08539119757091	0.0769815841407911	0.0538902799214719	0.0796858999690635	0.060693171212839	0.00726985848987647	0.000791947407950688
"CC1628.201.Wk2"	0.105766677160375	0.0745298702529453	0.0965394274347817	0.0154201918954551	0.0159725171581263	0.051138338217781	0.033532339597145	0.047653527182695	-0.108390743168763	-0.0280303173715072	-0.0036117259035541	0.0354222853586997	0.00138858298351469	-0.0714814276999668	-0.141949445461175	0.109605801435152	0.11947319280264	-0.235400927235563	-0.227193528232924	-0.180516829655898	-0.188396709991784	0.106758759808621	0.066104086453109	0.0197404887690631	0.0369027588596462	0.0661414602079393	0.101320955919209	0.0256591919607889	-0.0458412024252422	-0.0548090685011578	-0.0876023118985364	0.0119408937660934	0.00882031280110704	-0.0275373169043181
"CC1668.201.Wk2"	-0.0416597033099501	0.000297802661075434	0.0416989406863005	0.121136640272067	-0.0749190364274686	-0.0856861554275946	-0.0214189662559618	-0.0139644923140491	-0.0527345347735725	0.00647579031071108	0.00371593824967527	0.0320170528719572	-0.0186345490027598	0.0252146132602538	0.0074912288407167	0.105582936740319	0.218151545592442	-0.0292715709149048	-0.115756281247684	-0.0865887829023968	-0.137303895644176	-0.103755141039982	-0.00357322870456333	-0.098603892960321	-0.0867483532898952	-0.0701301236262522	-0.0426105058169021	0.183849159385067	-0.0283917225930762	0.0349521603212096	0.0168162879364755	0.0436331468770729	0.111763952427479	-0.0986969399388063
