"PrePost"	"PreDay1"	"PreWk1"	"PreWk2"	"PreWk4"	"Ho 2R6R"	"Ho 2S6S"	"Ho E2"	"Ho E2&2R6R"	"Ho E2&2S6S"	"Ho E2&Ket"	"Ho Ket"
"ENSG00000135535.17"	-0.418125316226939	-0.350269939997609	-0.230591679697854	-0.430008182031684	-0.311298011509637	-0.730412783091866	-0.732297459281359	-0.643046784702941	-0.866822223366946	-0.330367655186375	-0.794051431348204	-0.496974586896509
"ENSG00000120913.23"	0.474645401348387	0.220871356313604	0.168303825877536	0.253769472201867	0.177417856055295	0.462399739825745	0.179428873939089	0.421147533520216	0.0524136657047016	-0.173743098205562	0.530131479875002	0.107739176176853
"ENSG00000101557.15"	-0.408411337145253	-0.216993800293398	-0.157947279365585	-0.211455631534912	-0.15518673567153	-0.55466293030212	-0.774587665850183	-0.454941915458611	-0.913324455911349	-0.61277541717111	-0.738984295471302	-0.499949742676541
"ENSG00000109118.14"	0.390643351866372	-0.0159897039088328	-0.00468505204344982	0.0699363853815997	-0.0571468818348739	0.236433622813473	0.382188002823054	0.262169963048009	0.449408538508129	0.196151492737084	0.320880696388337	0.273694623529224
"ENSG00000146826.17"	0.582291876734169	0.135690499166208	0.105467382404711	0.212197911492316	0.101409480460769	0.39253970933108	0.222987245715502	0.429503912139126	0.434082521676572	0.282835276594247	0.54961768244938	0.110801948767659
"ENSG00000185950.9"	0.948916923816422	-0.232407520823864	0.0686416112819064	0.0376511087326419	-0.227939152418657	-0.0531623551699472	0.200524586928025	0.148452008782447	0.384294336086151	0.409835182612232	0.210562731615661	0.260789227065358
"ENSG00000135074.15"	0.613009883762799	0.0255269321207647	0.038884254013813	0.125363224075595	-0.0378069419615858	0.0843527003970639	0.287830188978084	0.258943638858394	0.263239045393118	-0.0592049770706771	0.233446374344115	-0.138706896089531
"ENSG00000156711.17"	0.51641809311155	0.175338771918292	0.0469689685097165	0.176257107716523	0.111270563010357	0.709307871474311	1.05833144747864	0.632425643935696	0.957751221311705	0.778868407609189	0.82673254027286	0.780363576993119
"ENSG00000018510.15"	-0.431044683481726	-0.201732774383336	-0.0614921023342845	-0.259465553426336	-0.159547368954525	-0.748377313208865	-0.955352554711173	-0.540952460532615	-1.12517672123774	-0.585797514250165	-1.00368947400101	-0.531213760314347
"ENSG00000114770.17"	0.590953069806478	0.303103751626727	0.0832064099956433	0.180352482057674	0.0643519042044876	-0.0159678937946577	0.133206680959726	0.0780924489412405	0.0717594697153485	0.179860299856742	-0.0504149579001334	0.164692790772239
"ENSG00000081019.13"	-0.336092414165511	-0.344419745168338	-0.199503874840468	-0.336928766318247	-0.322814662434634	-0.679333938718627	-0.558197626126363	-0.521004082204069	-0.760640818246133	-0.275859428743444	-1.01977609663642	-0.434198977414941
"ENSG00000082213.18"	-0.374894299013067	-0.288225888026389	-0.216866902961544	-0.252030220091807	-0.238288788929217	-0.633308319029565	-0.515192014544203	-0.616340250501274	-0.455322514015867	-0.257608559098101	-0.7935917024712	-0.442127262565058
"ENSG00000004766.17"	-0.478584501719098	-0.0892517757315758	-0.173552818701793	-0.221533567031757	-0.0911040483522374	-0.961135923151513	-0.825972824753198	-0.769919859234734	-1.19904387760466	-0.715370213254956	-0.986303495152012	-0.826226056822934
"ENSG00000100307.13"	0.348687389316635	0.175943641589038	0.064976528552827	0.223371382299921	0.15899995899601	0.514785891320038	0.947942617171028	0.399125098326538	0.996124861244713	0.792053738858939	1.14558266459956	0.868159877592319
"ENSG00000102057.10"	0.966006074297819	0.472270017848069	0.124360414877821	0.629815400452595	0.32315392945658	0.739979782972584	0.826724677814067	0.897316546926546	0.586426066676203	0.49754796308252	0.831495741284201	0.714618425560331
"ENSG00000064547.14"	0.735555457371464	0.25128093291832	0.052869184913285	0.337628921195102	0.148575976276862	0.71062800715543	0.970241373702504	0.615248447577581	1.14810147740287	1.10282116591949	0.657601717726813	0.691957031222015
"ENSG00000120318.16"	0.795867453796887	0.0433202237808938	0.148406804768505	0.271039074298828	0.0761251876562685	0.69527391144214	0.500078153151584	0.581359531864403	0.527110384738818	0.29950292733654	0.813310543895192	0.547078878063658
"ENSG00000101181.17"	0.41109657134606	0.173639647232202	0.0696881378667795	0.208747365365531	0.13325209497647	0.301977006161	0.208764049952571	0.26788364590039	0.310643139497752	0.00272007883923031	0.35024246209289	0.110057718808402
"ENSG00000180776.15"	-0.445777754777001	-0.310833041343147	-0.262076895813677	-0.439679978547061	-0.314023017287409	-0.805084292572071	-0.978887397072007	-0.734766125238012	-1.0905743192279	-0.475665681115872	-0.99936562798346	-0.502578242686499
"ENSG00000104859.15"	0.372873058492222	0.367503910606769	0.134655980490546	0.330316330517341	0.253695322962688	0.414516887246199	0.710006916559954	0.326810229370079	0.682171964515316	0.528982754351975	0.663632285959419	0.251206508061991
"ENSG00000134815.19"	0.635928801752172	0.220534136633566	0.143043043004087	0.353215772549059	0.149341814013393	0.322045215020887	0.0890217209639941	0.219548975479478	0.0862011697231928	-0.0613493009733652	0.425576600776277	-0.00993917074690653
"ENSG00000187954.12"	0.422332298487383	0.266306798318163	0.178890291261237	0.275030733901386	0.237510600478947	0.621024947244221	0.711120313103963	0.452263177574282	0.789020236641052	0.459166039099562	0.874690908026663	0.43903078458674
"ENSG00000122547.11"	0.812436782504931	0.115375643603979	0.243824747232606	0.238891768768868	0.103604481338071	0.138552248114819	0.513082140642254	0.464131708761667	0.841521327928237	0.458913587699943	0.731562705185794	0.707708203569085
"ENSG00000059145.18"	0.494989376969691	0.296995381015119	0.102382264696836	0.281565174447056	0.205454239245818	0.18336982548901	-0.140844856121502	0.192600986936077	0.0354004414239482	-0.118618208025172	0.417878449882849	-0.0655983256039843
"ENSG00000127663.15"	0.557168995455777	0.028779769591087	0.0784110895627315	0.22292360889295	0.045511631569715	0.341827709484094	0.558857456864193	0.374609604355856	0.547101422833009	0.236966899281217	0.495746223917807	0.307932297388745
"ENSG00000162341.17"	0.520287874588844	0.188413942459141	-0.0477844783992065	0.182812367695688	0.0157425173559975	0.419492865877354	0.242404345508	0.437993315507403	0.395763671407809	0.143129953971483	0.461720404913054	0.372494682328566
"ENSG00000140995.16"	0.635109212244915	0.09300330483513	0.125958303954978	0.29198822476569	0.179952414701623	0.51884400676023	0.528734591484582	0.367543509128364	0.541986667901055	0.168012109465374	0.839248215224397	0.227780561776077
"ENSG00000085491.17"	-0.453298721612067	-0.378867351855124	-0.240717046020104	-0.370911683839616	-0.321590858825277	-0.65003586097346	-0.721398128632388	-0.434995745571375	-0.678587863784815	-0.25702067897399	-0.626918459806661	-0.167562699782687
"ENSG00000181220.17"	0.563868748690162	-0.0107752103096121	0.083854370351049	0.187731571634379	0.00774467935073719	0.274726926974525	0.253927144724137	0.300530632071659	0.380860929454742	-0.077306654979246	0.361301958215506	0.0269187211042397
"ENSG00000101493.11"	0.611333216508203	-0.025007250717989	0.0790491583202417	0.114948690099343	-0.072454270379164	-0.15345580706977	0.0947079329006	0.182335721313038	0.0845426418844513	0.150609075959903	-0.0140535928264294	0.198407131201414
"ENSG00000143493.13"	-0.390629871032774	-0.147622936265073	-0.27241621851271	-0.272949801592431	-0.141796463305361	-0.507521913939171	-0.648588344285287	-0.536603797297087	-0.740659805777238	-0.420206648769962	-0.75157998895761	-0.337373708940359
"ENSG00000035664.11"	0.855673812294237	0.197173438366495	0.185598754056438	0.228477662423474	0.118268768259911	0.349674532811561	0.614911982670161	0.516054346744583	1.32458388762213	0.535952819005982	0.663718364331915	0.46828786174809
"ENSG00000177169.10"	0.757885750641635	0.0713892764724449	0.143316122343054	0.305770590181905	0.0177854816388496	0.352837558104241	0.434941365981517	0.292118882245662	0.445717470840624	0.182191121417307	0.480461661276163	0.280161681378416
"ENSG00000267121.5"	0.490979568698449	0.243952397712777	-0.00333380188836063	0.201632260847273	0.094431788574977	-0.308505625837425	0.565798899188671	0.378168463274674	0.379218184246423	0.201001205475296	0.728227374348382	0.481450204753772
"ENSG00000231113.2"	0.466297840460004	0.0884749932872095	0.0449615195865958	0.15519573487075	0.011914253502753	0.191305137293481	0.334304352136571	0.0220805309425809	0.200047663907547	-0.0819940661422622	0.226957527861674	0.248319342308957
"ENSG00000105443.15"	0.379146375284402	0.215829243487042	0.15255085584243	0.227164119224002	0.199620416689105	0.337495830825114	0.299690143983709	0.302266169426254	0.278601900899713	0.122806053069798	0.495524017059597	0.164180530873897
"ENSG00000174032.17"	-0.349360879590716	-0.238152120476329	-0.164958712892433	-0.199191405640402	-0.176158964962286	-1.06217491359954	-0.975599913071077	-0.662447210921798	-0.836782221581034	-0.504927800607612	-1.30702282626402	-0.558126929565943
"ENSG00000187531.14"	0.417349445384741	0.23471844992064	0.0629438554316657	0.226181252785705	0.171491967850955	0.464749498188753	0.298110074224216	0.447346753513055	0.392054194896572	0.208751419180428	0.560439186679828	0.0769511612541454
"ENSG00000175806.15"	0.381456730612092	-0.00385593184176525	0.0759525668181951	0.120176018045461	0.0450108329823458	0.343116782916432	0.0965656576700358	0.448145513892527	-0.0248599243212788	-0.187329819171837	0.469888276036826	0.0620972902473094
"ENSG00000131480.9"	0.804944289631248	0.263460372976017	0.173514472284152	0.380608732440847	0.243802100495454	-0.461590989306415	0.303145943425732	-0.0228499278737559	0.46496329161618	0.426806151399987	-0.162436472210712	0.0598246336178325
"ENSG00000105656.13"	0.626513072812171	0.0309383510267844	0.105649180251778	0.206344573982142	0.0700882176336277	0.129829389513432	0.0813758593354281	0.260546216429286	-0.00240618624363798	-0.165348664682433	0.327153261051466	-0.0212093125287129
"ENSG00000131979.19"	-0.535258124699682	-0.372031013724705	-0.199302993723653	-0.435414353902163	-0.307030812287246	-0.464159721480693	-0.481893381410742	-0.146975722365168	-0.439006779757312	0.0332567917134963	-0.597060397205434	-0.0587386744930725
"ENSG00000170540.15"	-0.367249158467861	-0.460894580930416	-0.163750152555388	-0.416091959923875	-0.305615216161853	-0.902211610253496	-0.821755933972317	-0.840288773071154	-0.92208849478502	-0.417183044591606	-1.13827868300208	-0.730991736539458
"ENSG00000133874.2"	0.463260712328089	0.0692507893145597	0.184894374313785	0.156518138372632	-0.0463507042474918	0.58267483307183	1.01634006380484	0.402929140929701	0.917630831837184	0.66761298316694	0.606024805832045	0.290335091031272
"ENSG00000106723.17"	-0.385132419485829	-0.207668878498778	-0.205910277643047	-0.276719575444563	-0.240503720530452	-0.391495061533797	-0.483115326325603	-0.20914093049144	-0.434251762730944	-0.23868333001205	-0.656952921500185	-0.0918128432069736
"ENSG00000123329.18"	0.613139022072875	0.143915258220465	0.128782717709687	0.258625302967225	0.121830747609018	0.613657002910495	1.11008717647137	0.29707840113116	0.4211828242408	0.161203605664568	0.948495970216311	0.126966960206734
"ENSG00000286190.1"	0.648311472805249	0.374296920614885	0.159259493737704	0.497130879631082	0.218555977707258	0.144486293417254	-0.269480096567348	0.1802613574113	-0.300676735280788	-0.503228435282919	0.266529750488975	-0.0163437501389625
"ENSG00000146067.16"	0.448883689176395	0.321401695875285	0.0297242503017099	0.251804927866104	0.204540996075169	0.429398812849113	0.758200600703143	0.40621725417085	0.821067634348842	0.685212620147168	0.573488311299363	0.339624545239114
"ENSG00000088038.19"	0.414675437905786	0.127697086911109	0.104152025326508	0.185821986409954	0.0995784857172755	0.273249167527314	0.420984297542643	0.190589192587417	0.501723094756054	0.167876717172315	0.533738601291811	0.090696132315105
"ENSG00000116747.12"	-0.400294612756932	-0.346209132102712	-0.149124357119184	-0.344038078400765	-0.341415442965759	-0.698985945392437	-0.698712861455631	-0.449363846161249	-0.886823855998062	-0.472963447087653	-1.01790145563479	-0.359256720469725
"ENSG00000138821.13"	-0.481376504869656	-0.211731446249055	-0.123726972265024	-0.177329940090132	-0.147150296970278	-0.59417677232207	-0.401205788866006	-0.402495171025918	-0.909111616909867	-0.541692929437394	-0.528810458620826	-0.043194372755581
"ENSG00000164951.16"	-0.35347244181458	-0.274216149827779	-0.14663590162381	-0.306759914748897	-0.209263173172211	-0.757160218275435	-0.611313957082109	-0.451063728313814	-0.779355407068782	-0.320049949135814	-0.741997186722807	-0.200638616800969
"ENSG00000170946.15"	-0.577111579668005	-0.0384441160101572	-0.339199306991445	-0.284413663132367	-0.104321833156121	-0.492146504602078	-0.42510921445968	-0.408889859044478	-0.373256471318863	-0.0283563710641559	-0.702533335771239	-0.516177467100876
"ENSG00000171262.11"	-0.502386863264696	-0.0627673384688823	-0.109541274903724	-0.173012588846313	-0.00144645956237177	-0.744337103006594	-0.682557143486557	-0.717841680873581	-0.753669780985352	-0.423068537217917	-0.966072416441611	-0.616391799498481
"ENSG00000269858.6"	0.363506485517072	0.331591101797184	0.0174689307730969	0.234826965886519	0.233404085299346	0.0109491288300383	0.230454218600829	0.337676454093356	0.214604947625311	0.273823074261607	-0.185588966741451	0.182109248399192
"ENSG00000163291.14"	-0.51658522812191	-0.200055706171383	-0.324025128360993	-0.283688275091138	-0.21899598849628	-0.676504568533612	-0.790001021067435	-0.633362616153062	-0.726207705094412	-0.31953562201912	-0.832028612299867	-0.526283411457187
"ENSG00000077157.22"	0.650686835901639	0.141409801891531	0.0110136711399837	0.198713830088793	0.00443180159358025	-0.511420127678836	-0.155855806534217	-0.28982391718062	0.0169824827660459	0.115278504980481	-0.456705293869703	0.0649879352080691
"ENSG00000162413.16"	0.613045042471438	0.0458897284423241	0.132166825430035	0.189510744727391	0.126715543704035	0.381740431215609	0.0510894981937957	0.436959495784174	0.0374701095743299	-0.399329540511845	0.626008832565255	-0.017997817137072
"ENSG00000118596.12"	-0.590658187652793	-0.18279599368615	-0.294219253761337	-0.347710510535888	-0.245666625199057	-0.390634078503805	-0.223548480086687	-0.296948487446379	-0.41853632400719	-0.00211825310132108	-0.710814877433815	0.00547463285658711
"ENSG00000130939.19"	0.340919804671064	-0.038186721209934	0.0105836042630685	0.0452080161081216	-0.0574527783741443	-0.0471008084376416	-0.101942717598738	0.0701632449960439	-0.00240160121569843	-0.0820873953762034	-0.165546083603047	0.0191014832788765
"ENSG00000164024.12"	-0.326282966598969	-0.100232984431777	-0.0547437418453196	-0.117583331195077	-0.0926820536971942	-0.584135488447319	-0.738583773187443	-0.536824467231339	-0.706296956588965	-0.506772002266472	-0.837266913247821	-0.484813095353989
"ENSG00000167522.16"	0.290738759324691	0.105811165446946	0.0283176813769348	0.133114991137733	0.0554210715621419	-0.240916147905205	-0.126894496119592	-0.0460616783193277	-0.0672790611788905	-0.0174724274701568	-0.211417074346047	-0.0306703392453791
"ENSG00000160991.16"	0.574796260356727	0.0193537478617962	0.0862122698964916	0.223690598598843	0.100030980533411	0.42071820939665	0.114092478482694	0.386627019491618	0.0897017429563105	-0.214180670306844	0.471521804677036	0.250136373901294
"ENSG00000213281.5"	-0.381040277647402	-0.23452156369063	-0.0754327123785812	-0.323461959014327	-0.244983188077309	-0.577411893961557	-0.714480890540079	-0.487426748511664	-0.745897678426812	-0.472842803192017	-0.944911974992364	-0.481072827161869
"ENSG00000099308.10"	0.613961857680312	-0.0524667384961388	0.0834172399432394	0.177909005187366	-0.0441423203508986	0.672855484490587	0.706979116480463	0.519320473075558	0.769673729591165	0.412533494680387	0.603972200626104	0.452209563656926
"ENSG00000196411.10"	0.854535671269945	-0.0182931055389175	0.290461549650519	0.207191062335375	0.131009980870068	0.529068766295689	0.531164368343981	0.458342163447439	0.575639011963315	0.226898273025656	0.649636626328502	0.315927468730452
"ENSG00000115232.14"	-0.408242098941983	-0.10814234068884	-0.143443574974052	-0.229940737365313	-0.154439321701309	-0.748149250240398	-0.835511074555575	0.214548777995912	-0.952394568969768	-0.449987954838816	-0.379454428521257	0.134979415725985
"ENSG00000243302.3"	0.456348717396212	0.359058672789305	0.108059252169298	0.384023958566089	0.219027672068326	0.312249610492491	0.346007746710175	0.536729085230232	0.592501888526287	0.263258566295503	0.247577697643364	0.289122589445887
"ENSG00000102753.10"	-0.3734244293804	-0.264572463720911	-0.134939955187803	-0.280714693327929	-0.202114077553526	-0.753371807772353	-0.930812828619604	-0.791341922586457	-1.01004481774561	-0.715689090281783	-0.930826894792462	-0.738578530073808
"ENSG00000078140.14"	-0.359737075262738	-0.291721099303761	-0.125755505786887	-0.239755468418092	-0.246116425179363	-0.570915344923272	-0.487736643929076	-0.468179131404721	-0.622756643055817	-0.262695277854314	-0.776420297791024	-0.331158726824701
