"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000205744.10"	0.205887103988156	6.2975110874355	2.17974858905427	0.034343195786161	0.16316808638138	-3.89197259663011
"ENSG00000100815.12"	-0.270734250013621	6.13231335190347	-2.17877092506558	0.0344202138700504	0.16348889445918	-3.89383673511756
"ENSG00000266900.1"	-0.43765253699685	2.04358178652655	-2.17797711001913	0.0344828607701788	0.16374128426391	-3.89534982835956
"ENSG00000061936.9"	0.127907873166488	6.93842994872357	2.17736618008967	0.0345311430486391	0.163925343537764	-3.89651402128109
"ENSG00000267370.1"	-0.587646132511077	0.432479292310475	-2.17715586130907	0.034547778496918	0.163959109746399	-3.89691474553678
"ENSG00000185246.17"	-0.337740302968414	4.66489488922143	-2.1760970670134	0.0346316326368873	0.164311780309155	-3.89893161213344
"ENSG00000272335.1"	-0.358704445450769	3.09821993576741	-2.17581664784306	0.0346538712419125	0.164371998634504	-3.89946564207711
"ENSG00000277053.4"	0.286242053099283	2.67438551757979	2.17566036258721	0.0346662708861649	0.164385527986226	-3.89976324746923
"ENSG00000165244.7"	-0.33469156821977	2.13330149241764	-2.17514329772747	0.0347073226016559	0.16453487900752	-3.9007477427695
"ENSG00000179899.8"	0.578150717820184	0.0855612810338837	2.17487774428139	0.0347284225360338	0.164589589657426	-3.90125328518303
"ENSG00000165782.10"	0.157521118425719	4.93323942583879	2.17432055872995	0.0347727312796112	0.164714570174613	-3.9023138550598
"ENSG00000245466.1"	0.580727912252462	0.284370529018839	2.17430554026155	0.0347739262739411	0.164714570174613	-3.90234243879804
"ENSG00000102054.17"	-0.182911331899759	5.71248074887435	-2.1740607135941	0.0347934118266461	0.164754565928748	-3.90280838007105
"ENSG00000139133.7"	-0.302067361541176	3.61771973818511	-2.17395903075125	0.0348015075085873	0.164754565928748	-3.90300188509304
"ENSG00000189376.12"	-0.236770893401715	2.93103069926972	-2.17292124977484	0.0348842275002652	0.165100777652437	-3.90497639126228
"ENSG00000226121.2"	0.53090626914637	0.326473185183796	2.17251560729201	0.0349166077396911	0.165101609964391	-3.90574796941973
"ENSG00000073737.16"	0.506924680087456	4.75269259591339	2.17231641055027	0.0349325182306709	0.165101609964391	-3.90612682175947
"ENSG00000242612.7"	0.440505784261887	0.852937343961296	2.17198034101025	0.0349593756800419	0.165101609964391	-3.90676592901029
"ENSG00000152782.16"	-0.329386559223625	1.66504947884322	-2.17196822253327	0.0349603444842595	0.165101609964391	-3.90678897336559
"ENSG00000078674.17"	-0.191666941513555	7.85104793050073	-2.17190235122159	0.0349656109397538	0.165101609964391	-3.90691423167434
"ENSG00000176731.12"	-0.350282527982106	3.6371824818317	-2.17181954510538	0.0349722323360544	0.165101609964391	-3.90707168819814
"ENSG00000115652.14"	-0.153534071407926	6.110349404238	-2.17172536209022	0.0349797648024247	0.165101609964391	-3.90725077210525
"ENSG00000124224.17"	0.284175110207975	5.5412490113103	2.17171481942946	0.0349806080608073	0.165101609964391	-3.90727081801441
"ENSG00000139946.10"	0.290264229862496	6.58485066489695	2.17168779884912	0.0349827693931051	0.165101609964391	-3.9073221948284
"ENSG00000011405.13"	-0.203115337030279	6.12614460568888	-2.17156527690199	0.0349925712011604	0.165101609964391	-3.90755515105681
"ENSG00000162623.16"	-0.297137815048814	4.09788635212752	-2.17153439753975	0.0349950419451258	0.165101609964391	-3.90761386163894
"ENSG00000197136.4"	0.305493517027472	5.95253363048351	2.17147905912291	0.034999470110932	0.165101609964391	-3.90771907426027
"ENSG00000099866.15"	0.602691483254089	0.470718250423736	2.17132898467154	0.0350114815150765	0.165113034436206	-3.90800439366326
"ENSG00000111581.10"	-0.228780478109144	5.13957728173891	-2.17085626980774	0.0350493396088417	0.165196906455681	-3.90890300844893
"ENSG00000173611.17"	-0.313462729479374	4.82626245360787	-2.17083693559674	0.0350508887862786	0.165196906455681	-3.90893975876305
"ENSG00000113013.14"	-0.242265205021432	6.63294155465216	-2.17074757754325	0.0350580494940794	0.165196906455681	-3.90910960640857
"ENSG00000237943.6"	-0.305923127577956	6.12504076092533	-2.17032247996995	0.0350921323440018	0.165294943932895	-3.90991753492967
"ENSG00000072803.17"	-0.11927313645768	6.21701277134928	-2.17024864396409	0.0350980552339798	0.165294943932895	-3.91005785255905
"ENSG00000137692.12"	-0.313990805138935	3.81940444983939	-2.16986977659627	0.0351284606287503	0.165392899946902	-3.91077778989786
"ENSG00000160211.17"	0.489482111259933	6.65392996205766	2.16935829028436	0.0351695459580464	0.16554107225414	-3.9117495736239
"ENSG00000081870.11"	-0.324438301738248	3.80240861477644	-2.16903062759193	0.0351958878277576	0.165604291840838	-3.91237200979938
"ENSG00000230649.2"	-0.732028185140303	0.034407160345236	-2.16882126737118	0.0352127280767304	0.165604291840838	-3.91276967593919
"ENSG00000135587.9"	0.234868532927822	3.82152813634999	2.16868780636467	0.0352234669464972	0.165604291840838	-3.91302316028404
"ENSG00000065600.12"	-0.251445235219877	3.94890282841475	-2.16858366807846	0.0352318483828287	0.165604291840838	-3.91322094283481
"ENSG00000279637.1"	0.333556189054677	2.36997457273952	2.1685364040072	0.0352356529505693	0.165604291840838	-3.91331070564507
"ENSG00000155592.16"	-0.252735678868899	3.36821524944184	-2.16841124519056	0.0352457294804134	0.165604291840838	-3.91354839669346
"ENSG00000143643.13"	-0.189784767685561	5.86770573067171	-2.16835443965692	0.0352503037284627	0.165604291840838	-3.91365627330974
"ENSG00000085382.12"	-0.302800084629456	4.1832885531278	-2.16780254451511	0.0352947721431882	0.165658549171105	-3.91470423170301
"ENSG00000256682.2"	-0.517195701052972	0.79889966759053	-2.16774420507845	0.0352994756732059	0.165658549171105	-3.91481499614535
"ENSG00000170855.4"	-0.424797447558368	2.07792190847985	-2.1675633157671	0.0353140631142607	0.165658549171105	-3.91515842097845
"ENSG00000272391.6"	0.208461914824947	6.52713064417189	2.16754134385053	0.0353158353552368	0.165658549171105	-3.91520013387299
"ENSG00000273951.1"	-0.604902376579515	0.465552448223503	-2.16735619090182	0.0353307727876125	0.165658549171105	-3.91555162653997
"ENSG00000100982.12"	0.271068857550811	6.06062193214025	2.16730117023254	0.0353352127174212	0.165658549171105	-3.91565607260453
"ENSG00000089195.15"	-0.282596246381256	3.69637998503685	-2.16729399411196	0.035335791835513	0.165658549171105	-3.91566969491923
"ENSG00000197045.13"	-0.331472871174087	5.05358059266304	-2.16725643761936	0.0353388228078447	0.165658549171105	-3.91574098721335
"ENSG00000186314.11"	-0.598821722973779	0.262702515723883	-2.16678023561594	0.0353772742460058	0.165777703561891	-3.91664485981835
"ENSG00000006062.16"	0.176418718184278	6.09834323419913	2.16665396924798	0.0353874759373016	0.165777703561891	-3.9168844974133
"ENSG00000286256.1"	0.937108983965324	-0.419189063846429	2.16658405591588	0.0353931256994721	0.165777703561891	-3.91701717922458
"ENSG00000205060.11"	-0.185790237827322	4.44964068723348	-2.16604608720271	0.0354366260400807	0.16592654781162	-3.91803802283712
"ENSG00000146859.6"	0.36188415232836	7.18967908768141	2.16595276138547	0.0354441771896352	0.16592654781162	-3.91821509606364
"ENSG00000121594.12"	-0.421782931971426	1.01355513876127	-2.16581668065947	0.0354551902507226	0.165932988784165	-3.91847327995693
"ENSG00000255197.5"	0.337525638068591	4.73007453864393	2.16562202761682	0.0354709488285341	0.165961629600462	-3.91884256944706
"ENSG00000128595.17"	-0.17779677303227	4.97095665927503	-2.16542010498986	0.0354873024498601	0.165993038191168	-3.91922562223533
"ENSG00000114395.10"	0.265969416522595	3.38044719834922	2.16527996402139	0.0354986563058308	0.166001049504018	-3.9194914565586
"ENSG00000163558.13"	-0.229692275008446	4.17767205308622	-2.16513106337577	0.0355107233530549	0.166012390630708	-3.91977389194679
"ENSG00000121039.10"	-0.288396864951493	1.99219893495801	-2.16488945820359	0.0355303109475101	0.166058874564123	-3.92023213630581
"ENSG00000114686.9"	-0.294745085250773	4.86316574042346	-2.16460281387655	0.0355535623295659	0.166122452154808	-3.92077575133811
"ENSG00000196588.16"	0.243700760699416	7.14775029023683	2.16418592550334	0.035587402474624	0.166235457354334	-3.921566267738
"ENSG00000169410.9"	-0.149299652262395	5.22445229456306	-2.16356004789775	0.0356382601872476	0.166404273035258	-3.92275284493037
"ENSG00000006652.14"	0.356299161473418	6.75750376573705	2.16350333973628	0.0356428713528884	0.166404273035258	-3.92286034204621
"ENSG00000228463.10"	0.463707711033159	1.50732710729037	2.16305803801907	0.0356790988647211	0.16649343660807	-3.92370438569574
"ENSG00000171469.11"	-0.187478180991763	5.15100024786112	-2.16303088239845	0.0356813091580776	0.16649343660807	-3.92375585306289
"ENSG00000153933.10"	-0.288197050760347	4.87081321980972	-2.16290348018674	0.0356916804906276	0.166496709479173	-3.92399730831169
"ENSG00000132780.17"	-0.209209055907261	6.00279219114822	-2.16156159769897	0.0358010793690021	0.166845653381936	-3.92653977316126
"ENSG00000279744.1"	0.291980887243056	3.16488601493909	2.16141733351471	0.035812858266999	0.166845653381936	-3.92681303460934
"ENSG00000198055.11"	0.293345405797054	7.89015191868324	2.16136521647527	0.035817114363513	0.166845653381936	-3.92691174971917
"ENSG00000276337.1"	0.271489218912482	2.4044849063433	2.16131581931321	0.0358211487543997	0.166845653381936	-3.92700531132166
"ENSG00000197498.13"	-0.272265846513618	3.29854840156446	-2.16116628551606	0.0358333639953969	0.166845653381936	-3.92728852802328
"ENSG00000077254.14"	-0.176514917902585	6.59599764957209	-2.16109379771047	0.0358392867588936	0.166845653381936	-3.92742581407701
"ENSG00000271862.1"	-0.31645826668911	2.07282935723247	-2.16099849359511	0.0358470750866108	0.166845653381936	-3.92760630671658
"ENSG00000198668.11"	-0.156313619637695	8.46288408029466	-2.16090882528056	0.0358544042124502	0.166845653381936	-3.92777612006478
"ENSG00000168522.13"	-0.174525472148488	6.26623400723085	-2.16083769427546	0.0358602191116336	0.166845653381936	-3.92791082350989
"ENSG00000211456.11"	-0.190468845946452	6.43433381489963	-2.16079897150984	0.0358633850137383	0.166845653381936	-3.92798415275296
"ENSG00000103353.16"	-0.166629262693612	5.32639992135237	-2.1601401790099	0.0359172843869	0.167051270279212	-3.92923154435257
"ENSG00000172780.16"	0.399809608930846	2.64606162413246	2.15998169213175	0.0359302616890727	0.167066498990671	-3.92953158567387
"ENSG00000170619.10"	0.245533655461561	3.94706299780971	2.15969440273408	0.0359537961847185	0.167121533384999	-3.93007542564767
"ENSG00000231125.2"	-0.512143482359582	0.536111406257759	-2.15960027353129	0.0359615101168209	0.167121533384999	-3.93025359988311
"ENSG00000177156.11"	0.530036808182416	8.14492927164012	2.15944305297424	0.0359743976631575	0.167132107909114	-3.93055118377577
"ENSG00000137270.11"	0.490055625580001	0.561471667962653	2.15933570769996	0.0359831992112375	0.167132107909114	-3.93075435467833
"ENSG00000132406.12"	-0.277627409772522	3.32257573555176	-2.15912325156739	0.0360006246886711	0.167167949269024	-3.93115644335989
"ENSG00000110697.13"	0.340351119102621	6.15860451441371	2.15878755049161	0.0360281737534149	0.167183705882642	-3.93179171684951
"ENSG00000152193.8"	-0.318022921877548	4.27810638239858	-2.15878293663137	0.0360285525157112	0.167183705882642	-3.93180044746286
"ENSG00000242110.8"	0.49369769144743	1.4897741262152	2.15872696742192	0.0360331474346896	0.167183705882642	-3.93190635443828
"ENSG00000119684.15"	-0.190215224404643	5.45385567125441	-2.15854748121479	0.0360478862401479	0.167207032673186	-3.93224596979506
"ENSG00000185414.20"	-0.217844988578247	3.99797529358497	-2.15836442495012	0.036062923671154	0.167231731691336	-3.93259231672521
"ENSG00000207962.1"	0.373559563483326	0.410019989859449	2.15783296563937	0.0361066124738647	0.167389244365914	-3.93359771614121
"ENSG00000096717.12"	-0.198231793903322	5.65312554287402	-2.15752153675123	0.0361322352331005	0.16746294111535	-3.93418677528816
"ENSG00000082068.8"	-0.196112656827046	5.19724142426202	-2.15692210900469	0.0361815980875425	0.167646597381945	-3.93532038275207
"ENSG00000177082.12"	0.155771785813148	4.88176569948479	2.15651411773808	0.0362152300825895	0.16775728586549	-3.93609180947865
"ENSG00000065970.9"	0.228855325297726	5.96785841250472	2.15593925564225	0.036262664440806	0.16793183333561	-3.93717855390458
"ENSG00000150433.9"	-0.156899740504609	4.03706646281464	-2.15482095024219	0.0363550972690635	0.168314618117434	-3.93929197566597
"ENSG00000115947.13"	-0.242509074493212	5.41610785364899	-2.15404042279132	0.0364197340236755	0.168553478102218	-3.94076652425926
"ENSG00000260916.7"	0.331535002468353	5.5339677390021	2.15396158222653	0.036426268557228	0.168553478102218	-3.94091544340057
"ENSG00000143578.16"	0.280054515641045	1.85133023785115	2.15359072281648	0.0364570202921403	0.168650450131669	-3.94161588737297
"ENSG00000214190.2"	0.476730473068842	0.565496806032837	2.15330566009619	0.0364806732677594	0.168703263777497	-3.94215422035588
"ENSG00000228251.1"	0.263545212065514	1.36878394336131	2.15321699319973	0.0364880331227435	0.168703263777497	-3.94232165355033
"ENSG00000169439.12"	0.930827024382698	0.241964190821006	2.15269990905497	0.0365309800578776	0.168856487150748	-3.94329797272675
"ENSG00000179331.3"	-0.346253850070155	1.21231771711489	-2.15251741010084	0.0365461482996357	0.168881261788279	-3.94364250812468
"ENSG00000077150.19"	0.226329254204097	6.24820214643258	2.15216565806987	0.0365753994903367	0.16897108355906	-3.94430650562483
"ENSG00000127054.20"	0.245701907264647	5.29239719478018	2.15176519662798	0.0366087263468097	0.1690796808582	-3.94506234425293
"ENSG00000166575.17"	-0.306174061428418	4.37313469734314	-2.15104287573784	0.0366689062394343	0.169202911953129	-3.94642537858186
"ENSG00000174839.13"	-0.194090418517233	5.59012521725513	-2.15084283941763	0.036685587563412	0.169202911953129	-3.94680278568799
"ENSG00000104866.11"	0.278775797482547	3.69424341472466	2.15081640376694	0.0366877925704402	0.169202911953129	-3.94685265951599
"ENSG00000143924.19"	-0.178932903044762	7.54840810980289	-2.15065281296587	0.0367014403294291	0.169202911953129	-3.94716128091723
"ENSG00000082269.16"	-0.277765428081628	4.47587343095754	-2.15055393531713	0.0367096914802911	0.169202911953129	-3.9473478088281
"ENSG00000088881.20"	0.573122933554762	0.430207758419836	2.15051338187723	0.0367130760589948	0.169202911953129	-3.94742430892602
"ENSG00000279265.1"	-0.355939635473553	2.11393830944914	-2.15044481228324	0.0367187994822306	0.169202911953129	-3.94755365610029
"ENSG00000117862.12"	0.262649820125364	3.33533328236799	2.150385352085	0.0367237631900294	0.169202911953129	-3.94766581693914
"ENSG00000173020.11"	0.29182842209682	8.51868653036834	2.15038428952512	0.0367238518973658	0.169202911953129	-3.94766782124207
"ENSG00000175538.10"	0.359186523043729	6.40271543348506	2.14994578221379	0.0367604765702467	0.169326347133897	-3.94849490754271
"ENSG00000187522.16"	-0.31979736328897	3.33709206139578	-2.14979975039154	0.0367726804546366	0.169337259178372	-3.94877031371569
"ENSG00000106603.18"	0.183621368875539	6.29678025907031	2.14934479972029	0.0368107235356814	0.169467122416407	-3.94962822286095
"ENSG00000175928.5"	0.38293208980769	2.0896419566321	2.14921617029342	0.036821485830803	0.169471356063824	-3.94987075514606
"ENSG00000159496.14"	0.588230793913041	3.32282322438755	2.14897742985942	0.0368414683354325	0.169518012239304	-3.95032087185066
"ENSG00000244167.1"	-0.502514041139641	0.746054920015354	-2.14863705366946	0.0368699742079452	0.169603851432648	-3.9509625406329
"ENSG00000105849.6"	-0.317287111646279	3.4975692554651	-2.14818741736607	0.0369076601347254	0.169731862232826	-3.95181005762176
"ENSG00000163435.16"	0.667704067976828	-0.335522231980676	2.14753734147483	0.0369622056197564	0.169937318120418	-3.95303512794568
"ENSG00000126254.12"	0.316086785079061	4.80088566606459	2.14739975314846	0.0369737592331462	0.169945057788658	-3.95329437510471
"ENSG00000260300.5"	0.290951003734097	1.93440439090266	2.14718563043781	0.0369917459317316	0.169957490593766	-3.95369780337231
"ENSG00000109171.15"	-0.139228394702223	6.18565755340305	-2.14713254981261	0.0369962059905585	0.169957490593766	-3.95379780745275
"ENSG00000280248.1"	0.418145816076164	2.98093118561465	2.14686830273895	0.0370184161821737	0.170014161062861	-3.95429562003036
"ENSG00000225339.3"	0.490767247854889	0.918814783742225	2.14624891103218	0.0370705225169414	0.170208068452452	-3.95546229160004
"ENSG00000243667.7"	-0.227993007467467	2.75558085450145	-2.14559214951728	0.0371258429863053	0.170379719766104	-3.95669905394847
"ENSG00000105204.14"	0.293811312106277	4.4891210689493	2.14557013877452	0.0371276982554548	0.170379719766104	-3.95674049755748
"ENSG00000198924.8"	-0.266425666111272	2.86440977636607	-2.14537466021983	0.0371441785727561	0.170393301132943	-3.95710854528631
"ENSG00000186431.19"	0.566897654084013	5.09463519851872	2.14530028974631	0.0371504502528208	0.170393301132943	-3.95724856314267
"ENSG00000115514.12"	-0.342423815145136	3.61714744992108	-2.1443571369718	0.0372300673232982	0.170712171870663	-3.95902390258521
"ENSG00000106610.15"	-0.220336287908264	3.93705461095108	-2.14414292599221	0.0372481710106203	0.170712171870663	-3.95942703345031
"ENSG00000109084.14"	-0.381529993688716	1.64251290612147	-2.14401931831517	0.0372586210284803	0.170712171870663	-3.95965964004438
"ENSG00000131759.18"	0.410633347063624	7.39457454866298	2.14400736298488	0.0372596318904607	0.170712171870663	-3.95968213716937
"ENSG00000165028.12"	-0.390022787027802	2.27752744345409	-2.14359758182193	0.0372942947892991	0.17078750522704	-3.9604531876079
"ENSG00000260461.1"	-0.617974541263407	0.176197503133867	-2.14357846680534	0.0372959123971235	0.17078750522704	-3.96048915179432
"ENSG00000078902.16"	0.33146348764311	6.0972589250004	2.14320165689657	0.0373278125140763	0.170858613905621	-3.96119805239162
"ENSG00000137171.15"	0.208784583559509	3.93257724444518	2.14316062865447	0.0373312873453912	0.170858613905621	-3.96127523360453
"ENSG00000139921.13"	-0.301062242154378	5.1993100329644	-2.1421533704045	0.0374166848941052	0.171203954426442	-3.96316968449218
"ENSG00000184787.19"	-0.154005380306396	6.69235275789012	-2.14181707140589	0.0374452352448576	0.171259561723148	-3.96380203461667
"ENSG00000168610.14"	0.313731739899977	8.63823579505238	2.14171088244645	0.0374542542090805	0.171259561723148	-3.96400168723103
"ENSG00000211814.1"	-0.486800313871192	0.290729888568965	-2.14152018153665	0.0374704558311797	0.171259561723148	-3.96436021597263
"ENSG00000143434.15"	0.410659696462522	1.63459657005104	2.14144951830199	0.0374764608213847	0.171259561723148	-3.96449306036347
"ENSG00000119720.18"	0.111571644014855	6.29521814665578	2.14142469402673	0.0374785705989559	0.171259561723148	-3.96453972828181
"ENSG00000264607.1"	0.506899475419317	0.477413995113812	2.14093441494508	0.0375202600588414	0.171394977359306	-3.96546132904857
"ENSG00000133028.12"	-0.158967185283333	5.56120707623154	-2.14064498870031	0.0375448896957527	0.171394977359306	-3.96600529685626
"ENSG00000112242.15"	0.269088325267863	5.89365431376602	2.14054917915061	0.0375530460387576	0.171394977359306	-3.96618535483659
"ENSG00000172197.10"	0.24122217318336	4.87916834991031	2.1403921093232	0.0375664208849085	0.171394977359306	-3.96648052708405
"ENSG00000205181.6"	0.337036396864295	2.90400914841504	2.1403866975422	0.0375668817846826	0.171394977359306	-3.96649069681799
"ENSG00000167193.8"	0.185690860590197	6.1818398682761	2.14037437224864	0.0375679314992462	0.171394977359306	-3.96651385823835
"ENSG00000186767.6"	-0.305372211659613	2.27852777892652	-2.13972736118623	0.0376230720049058	0.171558779303394	-3.96772955518716
"ENSG00000182511.12"	0.467010146036271	5.53950384984894	2.13971925889657	0.0376237629602519	0.171558779303394	-3.96774477703679
"ENSG00000102901.13"	0.229747368410096	4.40871321658961	2.1389834725904	0.0376865565749055	0.171772855497064	-3.96912691079816
"ENSG00000047634.15"	-0.359115549943161	3.62649854402259	-2.1389353844076	0.0376906637279537	0.171772855497064	-3.96921722834752
"ENSG00000134371.12"	-0.170981401799997	6.46297950955325	-2.1387358078737	0.0377077135174769	0.171805083711013	-3.96959204842158
"ENSG00000231327.1"	0.505438013826714	-0.204580198220562	2.13759720309183	0.0378051139313773	0.172203294092713	-3.97172989258192
"ENSG00000173692.13"	-0.156202872556238	5.85037682668743	-2.13653635693858	0.0378960613078754	0.1725719078548	-3.97372090519324
"ENSG00000170915.9"	-0.185738447067227	5.57666535171429	-2.13611845711497	0.0379319409723235	0.172658772783276	-3.97450500570293
"ENSG00000258311.5"	0.348896624332183	1.32801891439253	2.13600469305586	0.0379417135867483	0.172658772783276	-3.97471843829005
"ENSG00000163235.16"	0.471452444962905	4.70216666690069	2.13596388197311	0.0379452198984734	0.172658772783276	-3.97479500165313
"ENSG00000206562.11"	-0.220278679696544	3.94725040566602	-2.1357033697844	0.0379676086831547	0.172715002987201	-3.9752837058261
"ENSG00000111880.16"	-0.179480629001068	5.6160001152624	-2.13517196841757	0.0380133140218878	0.172847717993199	-3.97628043060283
"ENSG00000160124.9"	-0.314598704115061	2.38802482930722	-2.13513075543596	0.0380168607294835	0.172847717993199	-3.97635772345154
"ENSG00000182473.22"	0.188620933730367	6.95418102681213	2.13483823226745	0.0380420430431158	0.172885059981164	-3.97690630092542
"ENSG00000199121.4"	0.688821524222826	0.00433178232713529	2.13480208581829	0.0380451557828221	0.172885059981164	-3.97697408320664
"ENSG00000100612.14"	0.313959213551635	5.95811067207787	2.13366714369526	0.0381430047319672	0.173246395710007	-3.9791018667654
"ENSG00000149054.16"	-0.940249584954743	-0.18696112301585	-2.13364639841491	0.0381447953384038	0.173246395710007	-3.97914075135116
"ENSG00000120949.15"	0.372319077727127	3.70386361556169	2.13318414161268	0.0381847136758707	0.173381962044077	-3.98000711760352
"ENSG00000141293.16"	-0.230956478471579	6.26593999085599	-2.13272105429053	0.0382247404892796	0.173517949313055	-3.980874887438
"ENSG00000197912.15"	0.178843141154451	7.35352320163685	2.13247336007137	0.0382461649754055	0.173539294575277	-3.98133897369286
"ENSG00000170909.13"	0.493918689102736	4.7914603646471	2.13243365137087	0.0382496005873608	0.173539294575277	-3.98141336885949
"ENSG00000152953.13"	-0.74633100443894	-0.242629003046682	-2.13194927357405	0.0382915309455591	0.173627512443143	-3.98232077118487
"ENSG00000214770.3"	-0.76290419409312	-0.263592267616891	-2.1318877495304	0.0382968596849744	0.173627512443143	-3.98243601439124
"ENSG00000061794.13"	-0.286810311239166	4.04759036634064	-2.13185961385616	0.0382992967974828	0.173627512443143	-3.98248871557424
"ENSG00000264920.1"	-0.25119638361247	2.24491235735324	-2.13144277999618	0.0383354188989794	0.173745523191005	-3.9832694245584
"ENSG00000203497.2"	0.301686187887344	2.84983135234506	2.13115465675751	0.0383604046302421	0.173803557128089	-3.98380899243231
"ENSG00000203668.2"	-0.384977932694734	5.3470597772303	-2.1310623526322	0.0383684121642388	0.173803557128089	-3.98398183765911
"ENSG00000137710.15"	-0.211232011352606	4.18527728147135	-2.13093321854039	0.0383796172192827	0.173808587396531	-3.98422363907817
"ENSG00000269967.1"	-0.550913017662908	1.84709469557095	-2.13044573109627	0.03842194272579	0.173951250294053	-3.98513634374383
"ENSG00000117115.13"	0.479729796602388	7.46897908467572	2.13033773227797	0.0384313251317561	0.173951250294053	-3.98533852294931
"ENSG00000256981.1"	-0.380251220500383	2.79456591703054	-2.13000956810901	0.0384598467548948	0.174034596958155	-3.98595281159228
"ENSG00000235652.7"	-0.452243542824975	1.47056541316375	-2.12975509620432	0.0384819763684656	0.174088982951193	-3.98642910312423
"ENSG00000274925.1"	-0.192285963841814	4.30766190608065	-2.12960037322012	0.0384954369872809	0.174104132925401	-3.98671867336098
"ENSG00000149485.18"	-0.309292156270434	3.66461649083465	-2.12935251916001	0.0385170084489727	0.17415594839139	-3.98718250646138
"ENSG00000114388.12"	0.221012070024152	4.01224167934791	2.12884775265887	0.0385609725402001	0.174293962950306	-3.98812698869917
"ENSG00000169139.12"	-0.261817922118968	4.31691706902273	-2.12876816662025	0.0385679083312254	0.174293962950306	-3.98827588766289
"ENSG00000166548.15"	0.214296895484607	5.13842314283021	2.12865353034078	0.0385779006158447	0.174293962950306	-3.98849035479924
"ENSG00000132570.14"	-0.188395815037659	3.93427172489038	-2.12838515577837	0.0386013023974336	0.17435394141632	-3.98899240625921
"ENSG00000259767.1"	-0.531349333820477	0.371198276193715	-2.12826747270674	0.0386115680773549	0.174354570982402	-3.98921254112757
"ENSG00000039523.20"	0.271624240123436	6.08955920447726	2.12805770758214	0.0386298721583969	0.174354691355194	-3.98960489771298
"ENSG00000187325.5"	-0.349817914523407	2.68880558801446	-2.12795069355466	0.0386392131218511	0.174354691355194	-3.9898050506987
"ENSG00000268543.1"	-0.525713123129165	-0.272188444599667	-2.12791907218343	0.0386419736445244	0.174354691355194	-3.98986419195592
"ENSG00000254791.1"	0.306731827467725	2.09352044485797	2.12704035753802	0.0387187540176288	0.174655359359584	-3.99150736054578
"ENSG00000008294.21"	0.260736273744284	7.69185491646814	2.12585613850442	0.0388224404156403	0.174988337599144	-3.99372093894643
"ENSG00000243609.1"	0.321902756924399	3.3110222333641	2.12571615111482	0.0388347133384051	0.174988337599144	-3.99398254133973
"ENSG00000115267.7"	-0.336271306774082	5.91048206460038	-2.12569452169231	0.0388366099285744	0.174988337599144	-3.99402296022057
"ENSG00000279463.1"	-0.79529988561635	0.10994055804151	-2.12532581972973	0.038868952298406	0.174988337599144	-3.99471190172816
"ENSG00000116984.13"	-0.178057081831471	6.96351373010978	-2.12529419119902	0.0388717278384399	0.174988337599144	-3.99477099698515
"ENSG00000145740.19"	-0.170557481479091	5.01653413800753	-2.12519270455667	0.0388806349026842	0.174988337599144	-3.99496061143092
"ENSG00000197579.8"	0.301832363706249	6.10301633952572	2.12518827429137	0.03888102376957	0.174988337599144	-3.99496888863114
"ENSG00000271380.1"	0.454359098913688	0.489705616826154	2.12507581834334	0.0388908957413125	0.174988337599144	-3.99517898881649
"ENSG00000121879.5"	-0.216017038603716	6.46487873873226	-2.12502250877192	0.0388955763023642	0.174988337599144	-3.99527858332818
"ENSG00000100281.14"	-0.134209836513477	4.79903041266712	-2.12487717341049	0.0389083392033661	0.174988337599144	-3.99555009280037
"ENSG00000133318.13"	0.362066380539687	7.99916108750105	2.12486139947555	0.0389097246423222	0.174988337599144	-3.99557956009957
"ENSG00000138443.16"	-0.230733082495192	5.46523450795705	-2.12480671355812	0.0389145280907842	0.174988337599144	-3.99568171752227
"ENSG00000180549.7"	0.507964630751142	3.30183842191609	2.12422528606781	0.0389656311138722	0.175172385514008	-3.99676773560786
"ENSG00000176055.10"	-0.265444908186883	3.43979470174953	-2.12401099574075	0.0389844804259566	0.175211376657301	-3.9971679363039
"ENSG00000170242.17"	-0.215504110318554	6.6768166411031	-2.12336075529948	0.0390417255325231	0.175422868011217	-3.99838210009259
"ENSG00000234769.7"	0.523730191376233	0.0114978673391998	2.12318426173569	0.0390572761764587	0.17544695570213	-3.99871160609365
"ENSG00000166896.8"	-0.367194526646295	1.62809461734934	-2.12240351149417	0.0391261323353033	0.175591869554879	-4.00016896609569
"ENSG00000239899.3"	1.04042171827255	0.896960578642435	2.1222298131434	0.0391414656545087	0.175591869554879	-4.0004931346514
"ENSG00000251739.1"	-0.614487054276484	0.0264739805121171	-2.12220168049616	0.0391439495752809	0.175591869554879	-4.0005456358201
"ENSG00000116685.16"	0.327397009053644	5.55456313797549	2.12211506093305	0.0391515983592839	0.175591869554879	-4.00070728175802
"ENSG00000146592.17"	0.35649981141072	7.93970658947685	2.12204674916873	0.0391576314301664	0.175591869554879	-4.00083475862917
"ENSG00000127152.18"	-0.247645117047354	7.95548574729749	-2.12202029421981	0.0391599680633435	0.175591869554879	-4.00088412542292
"ENSG00000197054.11"	0.344084738373017	2.59840504990578	2.12199730406049	0.0391619987682596	0.175591869554879	-4.00092702626865
"ENSG00000103381.12"	0.376956230328858	8.56213187693002	2.12185814251184	0.0391742927823688	0.175591869554879	-4.00118670095125
