"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000286190.1"	0.648311472805249	3.61769469708094	4.44082409054716	5.44627738864255e-05	0.00820512007789328	1.81244409089398
"ENSG00000146067.16"	0.448883689176395	6.1647208395242	4.43914355478689	5.47623609420168e-05	0.00820512007789328	1.80746621923354
"ENSG00000279162.1"	0.612686222603033	2.2661682409951	4.43838867563229	5.48974560265179e-05	0.00820512007789328	1.80523043486528
"ENSG00000088038.19"	0.414675437905786	6.13599592667627	4.43659527084133	5.52197158296746e-05	0.00820512007789328	1.79991932494751
"ENSG00000116747.12"	-0.400294612756932	6.51482835403773	-4.436266428992	5.52790062164955e-05	0.00820512007789328	1.79894555558137
"ENSG00000138821.13"	-0.481376504869656	3.9883743581253	-4.43036817370162	5.63530927018823e-05	0.0082930559841112	1.78148407585041
"ENSG00000249274.1"	0.790643368215946	2.19787866138719	4.42677999476803	5.70164581906141e-05	0.00829737767512898	1.77086562434126
"ENSG00000164951.16"	-0.35347244181458	5.47434799862983	-4.42501122276956	5.73462622453449e-05	0.00829737767512898	1.76563248316209
"ENSG00000170946.15"	-0.577111579668005	3.91620733907934	-4.41139131667419	5.99490264225269e-05	0.00837277562200651	1.72536206466574
"ENSG00000171262.11"	-0.502386863264696	4.64114725253687	-4.40715630084505	6.07816070329907e-05	0.00837277562200651	1.71284962081779
"ENSG00000269858.6"	0.363506485517072	5.95287404216894	4.4062239880212	6.09664059181471e-05	0.00837277562200651	1.71009568213146
"ENSG00000163291.14"	-0.51658522812191	3.44394720833987	-4.40607164666149	6.09966544645784e-05	0.00837277562200651	1.70964570486378
"ENSG00000137841.12"	0.507999880209534	7.94740023902103	4.40440240158919	6.13290577552816e-05	0.00837277562200651	1.70471556239828
"ENSG00000077157.22"	0.650686835901639	7.883764364412	4.40355388278336	6.14987042840691e-05	0.00837277562200651	1.70220971472288
"ENSG00000162413.16"	0.613045042471438	6.8778611092037	4.39933110252469	6.23498157180834e-05	0.00837277562200651	1.68974166516364
"ENSG00000118596.12"	-0.590658187652793	6.1125692226312	-4.39865572782769	6.24870020063236e-05	0.00837277562200651	1.68774798858901
"ENSG00000130939.19"	0.340919804671064	7.05086214162291	4.39316476800496	6.36133557084233e-05	0.00837277562200651	1.6715431601901
"ENSG00000164024.12"	-0.326282966598969	5.31580648845395	-4.38589534954614	6.51350664468574e-05	0.00837277562200651	1.65010144017037
"ENSG00000167522.16"	0.290738759324691	8.38419239772079	4.38577539142823	6.51604730944192e-05	0.00837277562200651	1.64974772609998
"ENSG00000160991.16"	0.574796260356727	7.39614200909903	4.38272786699565	6.58091819726782e-05	0.00837277562200651	1.6407628747322
"ENSG00000272936.1"	-1.36988814385967	-0.285903275921229	-4.38202924639608	6.59587794254221e-05	0.00837277562200651	1.63870350063078
"ENSG00000213281.5"	-0.381040277647402	5.63531726171371	-4.38153102872036	6.60656668530851e-05	0.00837277562200651	1.63723494415238
"ENSG00000099308.10"	0.613961857680312	7.93574155953161	4.38113543786493	6.61506572000893e-05	0.00837277562200651	1.63606893736838
"ENSG00000196411.10"	0.854535671269945	4.06501555283564	4.37960637264921	6.64801727030035e-05	0.00837277562200651	1.63156238020932
"ENSG00000115232.14"	-0.408242098941983	8.59454109501619	-4.37575305323989	6.7317692166763e-05	0.00837277562200651	1.62020826814906
"ENSG00000243302.3"	0.456348717396212	4.93006424082571	4.37498099840503	6.74867328033938e-05	0.00837277562200651	1.61793380121601
"ENSG00000102753.10"	-0.3734244293804	5.20500403102116	-4.37462844794034	6.75640611301703e-05	0.00837277562200651	1.61689524103294
"ENSG00000078140.14"	-0.359737075262738	5.76148132517787	-4.37146263846268	6.82623359900632e-05	0.00837277562200651	1.60757066579539
"ENSG00000138363.15"	-0.322307242920621	5.28693145859865	-4.36398331638787	6.99401320072125e-05	0.00837277562200651	1.58555124066929
"ENSG00000162636.16"	-0.392666715881354	5.02147658546161	-4.36340378116709	7.00718034202899e-05	0.00837277562200651	1.58384566377306
"ENSG00000129749.3"	0.631641781619535	2.27644108426711	4.36269930943983	7.02321864679962e-05	0.00837277562200651	1.58177251378889
"ENSG00000108352.12"	0.592454816822692	2.71448003725314	4.359842037636	7.08863667610402e-05	0.00837277562200651	1.57336531742142
"ENSG00000144320.14"	-0.44145823628328	5.12672567391474	-4.35551412779785	7.18885945186551e-05	0.00837277562200651	1.56063493775548
"ENSG00000182685.7"	0.7578927087006	2.18183059001037	4.35489647405421	7.20327494811872e-05	0.00837277562200651	1.55881852687447
"ENSG00000092200.12"	0.897018399219154	3.7147951526323	4.35087179800551	7.29790053101625e-05	0.00837277562200651	1.546985076772
"ENSG00000100106.21"	0.557204979516922	6.28446826253032	4.34972319076229	7.32512760395024e-05	0.00837277562200651	1.54360868243871
"ENSG00000171606.18"	0.291378124177764	5.87653131956283	4.34868802964939	7.34975040352253e-05	0.00837277562200651	1.54056606204877
"ENSG00000110042.8"	0.530630475651638	4.634372632095	4.34859417445247	7.35198687377101e-05	0.00837277562200651	1.54029020979939
"ENSG00000022567.9"	0.72962432809807	7.11761680505049	4.34674035531191	7.39629776576294e-05	0.00837277562200651	1.534842069976
"ENSG00000142687.18"	0.406776410967187	7.17495634395006	4.34363653157342	7.47107093217528e-05	0.00837277562200651	1.52572232252981
"ENSG00000105397.13"	0.527206222045553	7.34129490685418	4.34034072835911	7.5512763545335e-05	0.00837277562200651	1.51604123862342
"ENSG00000267796.8"	0.635945364874793	2.34593439218031	4.34022834451282	7.55402604432054e-05	0.00837277562200651	1.51571117249406
"ENSG00000068976.14"	0.511591901943184	2.97443070745753	4.33986906510485	7.5628230699482e-05	0.00837277562200651	1.51465600767597
"ENSG00000153989.8"	-0.453236789730821	4.76168474430022	-4.33910731204152	7.58150781390119e-05	0.00837277562200651	1.5124189325608
"ENSG00000279330.1"	0.519636199025005	4.2965581384796	4.33765922332017	7.61715168000859e-05	0.00837277562200651	1.50816668162817
"ENSG00000173638.19"	0.809362188770641	6.68424508836966	4.33382790759764	7.71224760636825e-05	0.00837277562200651	1.49691882885848
"ENSG00000204977.10"	-0.388884465390005	4.95475160159141	-4.3331610144537	7.72891828040225e-05	0.00837277562200651	1.49496137802285
"ENSG00000205339.10"	-0.407794653354922	6.31047165941777	-4.33304355643005	7.7318580781684e-05	0.00837277562200651	1.49461662974986
"ENSG00000136643.12"	-0.374085097116703	5.02445718785878	-4.32745468922369	7.87300680944605e-05	0.00843118594804141	1.47821706048031
"ENSG00000188419.14"	-0.428742698630155	4.71836935749212	-4.32703403175328	7.88373177857282e-05	0.00843118594804141	1.4769830455318
"ENSG00000127527.14"	0.368685351166306	7.18114191063284	4.32381416713638	7.96629790524016e-05	0.00843702190294566	1.46753899101209
"ENSG00000129933.21"	0.401978531089979	7.11737818911956	4.323004545864	7.98719113822826e-05	0.00843702190294566	1.46516475344776
"ENSG00000136383.6"	0.834928628127299	2.05296922685994	4.31541107815604	8.18576867196492e-05	0.00855991412365375	1.44290512048399
"ENSG00000163320.11"	-0.355010118861629	6.9138974145496	-4.31299577353081	8.2499348116696e-05	0.00855991412365375	1.43582805237239
"ENSG00000142892.15"	-0.52366408568548	4.43074745627304	-4.31289300175495	8.25267594683774e-05	0.00855991412365375	1.43552695581553
"ENSG00000174885.12"	0.809397005747113	4.70630334242747	4.30130352649649	8.56755525785073e-05	0.00882616724652411	1.40159062404775
"ENSG00000058804.12"	-0.412732900285702	4.45278865560185	-4.29970500531313	8.61189509476159e-05	0.00882616724652411	1.3969126450296
"ENSG00000102858.13"	0.568700457827718	7.16890802268288	4.29199928836609	8.82879404255421e-05	0.00883371276489921	1.37437193159826
"ENSG00000168283.14"	-0.64197337776666	3.58900592794826	-4.28970894864097	8.89428227015783e-05	0.00883371276489921	1.3676753237671
"ENSG00000181744.8"	-0.36571048376519	4.85046527219876	-4.28835490532688	8.93322119192287e-05	0.00883371276489921	1.36371697073826
"ENSG00000187735.14"	-0.375080551339149	5.55202817461026	-4.2872631715556	8.96473768436355e-05	0.00883371276489921	1.36052580274364
"ENSG00000282977.1"	0.486071416851705	1.66691397687291	4.28339763012563	9.07720280091647e-05	0.00883371276489921	1.34922930832297
"ENSG00000236008.2"	0.859709278822014	2.08333586847627	4.28239672840524	9.10654669104995e-05	0.00883371276489921	1.34630497477885
"ENSG00000130703.16"	0.438547385785123	7.2996904274978	4.28198416309254	9.11866894286643e-05	0.00883371276489921	1.34509966213705
"ENSG00000159339.13"	1.07051500749929	6.60016592974684	4.2808495942241	9.15208669678231e-05	0.00883371276489921	1.34178524869237
"ENSG00000126822.17"	0.640517338769945	8.06747588408733	4.28061727543764	9.15894415341697e-05	0.00883371276489921	1.34110661942079
"ENSG00000152683.14"	-0.342065676792141	5.18407781240031	-4.28041764348283	9.16484077803362e-05	0.00883371276489921	1.34052348375548
"ENSG00000158122.12"	-0.448290762360207	3.10378038782245	-4.27978291754568	9.1836135725227e-05	0.00883371276489921	1.33866948706033
"ENSG00000134830.5"	0.671490656344345	6.50889390519145	4.27426456998749	9.34841226939575e-05	0.00894227569191423	1.32255533650871
"ENSG00000068383.19"	0.363629615510493	5.35173010683593	4.27144211503021	9.43381166517635e-05	0.00896622531251451	1.3143166791146
"ENSG00000140030.6"	-0.570438255371658	5.74302087461424	-4.26879437758641	9.51461530108945e-05	0.00896622531251451	1.30658999358266
"ENSG00000113790.11"	-0.622482102805871	1.30999062429674	-4.26792706039417	9.54123040093201e-05	0.00896622531251451	1.3040593862164
"ENSG00000141506.13"	0.427111201521029	8.04477143625017	4.26661119536396	9.58174850448757e-05	0.00896622531251451	1.30022042528618
"ENSG00000154174.7"	-0.430813124027808	5.37339484811602	-4.25331584445579	0.000100006561732799	0.00930763772927205	1.26145867060966
"ENSG00000213937.4"	0.919120821428886	1.76377371533473	4.24897700948694	0.000101411844797847	0.00938768356843728	1.24881961984983
"ENSG00000142405.21"	0.782003108128155	7.09218330404996	4.24021064312668	0.000104310060191871	0.00959202234956724	1.22329907490568
"ENSG00000162733.18"	-1.20252743613295	-0.27918952218021	-4.23733138720776	0.000105279436657279	0.00959202234956724	1.21492168366205
"ENSG00000185127.6"	-0.320976420322888	4.43828399616809	-4.23672592974977	0.000105484392978571	0.00959202234956724	1.21316035828683
"ENSG00000196562.14"	0.672842370236623	7.54093554382501	4.23447661486237	0.000106249227353477	0.00959202234956724	1.20661781384836
"ENSG00000114062.19"	-0.415197627219806	6.65758854991331	-4.23240504432724	0.000106958397526503	0.00959202234956724	1.20059352306556
"ENSG00000091073.19"	0.479911525426989	5.20545005062783	4.23155344360277	0.00010725126456725	0.00959202234956724	1.19811734936202
"ENSG00000175711.8"	0.629981359121824	5.04284309212734	4.23077720686177	0.00010751889380105	0.00959202234956724	1.19586048626641
"ENSG00000179021.10"	-0.415349285989066	4.87329399146324	-4.22774129546432	0.000108571866365602	0.00963603296434503	1.1870353738396
"ENSG00000257365.8"	0.457343529957162	3.31626541463981	4.22106459188842	0.000110923042984021	0.0096468736981268	1.16763593178544
"ENSG00000180539.7"	0.584504916236051	4.15532893272762	4.22058423637395	0.000111094096360232	0.0096468736981268	1.16624072300312
"ENSG00000178404.9"	0.657082644974121	4.38999233291442	4.22017659901998	0.000111239456342425	0.0096468736981268	1.16505677764336
"ENSG00000125637.15"	0.45694643178704	8.46705244317724	4.22006354284502	0.000111279803983416	0.0096468736981268	1.16472842464572
"ENSG00000253981.5"	1.06733950511475	3.79494388672479	4.21946009585838	0.000111495403991592	0.0096468736981268	1.16297587352038
"ENSG00000112992.17"	-0.280982026370451	6.15172569845139	-4.21169641697879	0.000114305740086467	0.00984058116404393	1.14043752160492
"ENSG00000163050.17"	0.496483588734932	5.650561921472	4.20888163261199	0.000115341580593781	0.0098703450606308	1.13227028145472
"ENSG00000078804.13"	1.11126845497969	4.31762984250624	4.20764920220187	0.000115797984797736	0.0098703450606308	1.12869503074538
"ENSG00000172932.14"	0.492362506750193	6.78209660168944	4.20316262926268	0.000117474381175578	0.00989159609618523	1.11568324476741
"ENSG00000134970.14"	-0.622733102100939	4.74940353486868	-4.20127471357941	0.000118186833320119	0.00989159609618523	1.1102097006722
"ENSG00000196371.3"	-0.423924457938333	4.00386387919912	-4.20096957848505	0.000118302377607982	0.00989159609618523	1.10932513258134
"ENSG00000132155.11"	0.469369983715222	8.45284574972571	4.20085638957763	0.000118345266338376	0.00989159609618523	1.10899701158439
"ENSG00000118900.14"	0.599388800649397	8.10693685143402	4.19234131332187	0.000121615480133543	0.0101045939307163	1.08432334973079
"ENSG00000156017.13"	-0.547044803562516	4.21106317196673	-4.18892440229152	0.000122952312857052	0.0101045939307163	1.07442820858527
"ENSG00000110046.13"	0.850895181633537	6.16526129056916	4.18833526827498	0.000123184245845736	0.0101045939307163	1.0727224563102
"ENSG00000051009.10"	0.391485307520758	5.78350305743208	4.18690463773746	0.000123749235850564	0.0101045939307163	1.06858068895296
"ENSG00000158711.13"	-0.335885299420479	7.91459725132495	-4.18670587479801	0.000123827931198812	0.0101045939307163	1.06800530414935
"ENSG00000170190.16"	0.662309329280616	4.52233461680554	4.18278751269767	0.000125389286142205	0.0101837392867759	1.05666464232176
