"PrePost"	"PreDay1"	"PreWk1"	"PreWk2"	"PreWk4"	"Cathomas"
"ENSG00000113658.18"	-0.429178611427743	-0.221429201325503	-0.210151124675664	-0.400601160707443	-0.19379412006924	-0.220892339042399
"ENSG00000154889.16"	0.499199797527031	0.24635751511365	0.184257963279181	0.207822350474347	0.197417879648892	0.0887098013089878
"ENSG00000102886.15"	0.693986254300221	0.490805392722497	0.132072190824298	0.331267381133169	0.26057255269634	0.234141523764805
"ENSG00000131626.18"	0.355547073403248	0.0322417700813933	0.0087591275019534	0.0836323328867037	0.00785018740318222	-0.136680304502768
"ENSG00000135535.17"	-0.418125316226939	-0.350269939997609	-0.230591679697854	-0.430008182031684	-0.311298011509637	0.0279563472749178
"ENSG00000262332.1"	2.13037086215743	1.17666352301664	1.112504913758	1.60214086499593	1.54309497054184	0.364706751153855
"ENSG00000186529.16"	0.941918293174293	-0.0420085770900123	0.0858568324773339	0.157522247675601	-0.0181855510436542	0.437612533335019
"ENSG00000120913.23"	0.474645401348387	0.220871356313604	0.168303825877536	0.253769472201867	0.177417856055295	0.0785907496947047
"ENSG00000101557.15"	-0.408411337145253	-0.216993800293398	-0.157947279365585	-0.211455631534912	-0.15518673567153	-0.246039624174894
"ENSG00000109118.14"	0.390643351866372	-0.0159897039088328	-0.00468505204344982	0.0699363853815997	-0.0571468818348739	0.0373165419325812
"ENSG00000146826.17"	0.582291876734169	0.135690499166208	0.105467382404711	0.212197911492316	0.101409480460769	0.193261006926752
"ENSG00000185950.9"	0.948916923816422	-0.232407520823864	0.0686416112819064	0.0376511087326419	-0.227939152418657	-0.179431436559114
"ENSG00000135074.15"	0.613009883762799	0.0255269321207647	0.038884254013813	0.125363224075595	-0.0378069419615858	0.0685384242584144
"ENSG00000156711.17"	0.51641809311155	0.175338771918292	0.0469689685097165	0.176257107716523	0.111270563010357	0.0799781877211423
"ENSG00000018510.15"	-0.431044683481726	-0.201732774383336	-0.0614921023342845	-0.259465553426336	-0.159547368954525	-0.0717710406674152
"ENSG00000114770.17"	0.590953069806478	0.303103751626727	0.0832064099956433	0.180352482057674	0.0643519042044876	-0.0845610525709102
"ENSG00000081019.13"	-0.336092414165511	-0.344419745168338	-0.199503874840468	-0.336928766318247	-0.322814662434634	-0.154225792657237
"ENSG00000082213.18"	-0.374894299013067	-0.288225888026389	-0.216866902961544	-0.252030220091807	-0.238288788929217	-0.103556774319987
"ENSG00000004766.17"	-0.478584501719098	-0.0892517757315758	-0.173552818701793	-0.221533567031757	-0.0911040483522374	-0.128590018451238
"ENSG00000100307.13"	0.348687389316635	0.175943641589038	0.064976528552827	0.223371382299921	0.15899995899601	-0.00538288124917408
"ENSG00000102057.10"	0.966006074297819	0.472270017848069	0.124360414877821	0.629815400452595	0.32315392945658	0.332867938928658
"ENSG00000070731.10"	0.939602941606223	0.207411919710309	0.395003727656769	0.435841935686662	0.19148440043399	0.452526730173367
"ENSG00000064547.14"	0.735555457371464	0.25128093291832	0.052869184913285	0.337628921195102	0.148575976276862	0.26191344023355
"ENSG00000120318.16"	0.795867453796887	0.0433202237808938	0.148406804768505	0.271039074298828	0.0761251876562685	0.0946117216466398
"ENSG00000101181.17"	0.41109657134606	0.173639647232202	0.0696881378667795	0.208747365365531	0.13325209497647	0.240936183313861
"ENSG00000180776.15"	-0.445777754777001	-0.310833041343147	-0.262076895813677	-0.439679978547061	-0.314023017287409	-0.191488172044433
"ENSG00000104859.15"	0.372873058492222	0.367503910606769	0.134655980490546	0.330316330517341	0.253695322962688	0.170375906591796
"ENSG00000134815.19"	0.635928801752172	0.220534136633566	0.143043043004087	0.353215772549059	0.149341814013393	0.313541048682821
"ENSG00000187954.12"	0.422332298487383	0.266306798318163	0.178890291261237	0.275030733901386	0.237510600478947	0.236595793464756
"ENSG00000122547.11"	0.812436782504931	0.115375643603979	0.243824747232606	0.238891768768868	0.103604481338071	0.101625624281758
"ENSG00000059145.18"	0.494989376969691	0.296995381015119	0.102382264696836	0.281565174447056	0.205454239245818	-0.0597205664096752
"ENSG00000127663.15"	0.557168995455777	0.028779769591087	0.0784110895627315	0.22292360889295	0.045511631569715	0.0292056069978841
"ENSG00000203709.11"	0.438108233496978	0.204470421244258	0.0712539620902	0.197752341715688	0.112355628662549	0.173870172344091
"ENSG00000162341.17"	0.520287874588844	0.188413942459141	-0.0477844783992065	0.182812367695688	0.0157425173559975	0.0166361350119431
"ENSG00000140995.16"	0.635109212244915	0.09300330483513	0.125958303954978	0.29198822476569	0.179952414701623	0.190659105916157
"ENSG00000262370.5"	0.748599521898594	0.450195037743195	0.189593420066167	0.29558632224259	0.220594664275055	0.311260169564547
"ENSG00000085491.17"	-0.453298721612067	-0.378867351855124	-0.240717046020104	-0.370911683839616	-0.321590858825277	-0.204542304970087
"ENSG00000181220.17"	0.563868748690162	-0.0107752103096121	0.083854370351049	0.187731571634379	0.00774467935073719	0.093177834661728
"ENSG00000101493.11"	0.611333216508203	-0.025007250717989	0.0790491583202417	0.114948690099343	-0.072454270379164	-0.000668791975463101
"ENSG00000143493.13"	-0.390629871032774	-0.147622936265073	-0.27241621851271	-0.272949801592431	-0.141796463305361	0.00511756378559669
"ENSG00000035664.11"	0.855673812294237	0.197173438366495	0.185598754056438	0.228477662423474	0.118268768259911	0.17867089448862
"ENSG00000177169.10"	0.757885750641635	0.0713892764724449	0.143316122343054	0.305770590181905	0.0177854816388496	0.0465429443131722
"ENSG00000267121.5"	0.490979568698449	0.243952397712777	-0.00333380188836063	0.201632260847273	0.094431788574977	0.130368799287451
"ENSG00000231113.2"	0.466297840460004	0.0884749932872095	0.0449615195865958	0.15519573487075	0.011914253502753	0.258362580962153
"ENSG00000105443.15"	0.379146375284402	0.215829243487042	0.15255085584243	0.227164119224002	0.199620416689105	0.148893184363807
"ENSG00000174032.17"	-0.349360879590716	-0.238152120476329	-0.164958712892433	-0.199191405640402	-0.176158964962286	-0.105845479881074
"ENSG00000105352.10"	0.868677604104755	0.27537195572096	0.17204658542833	0.392153996596884	0.209529060314125	0.471000254937584
"ENSG00000187531.14"	0.417349445384741	0.23471844992064	0.0629438554316657	0.226181252785705	0.171491967850955	0.148837180113956
"ENSG00000175806.15"	0.381456730612092	-0.00385593184176525	0.0759525668181951	0.120176018045461	0.0450108329823458	0.117713189220441
"ENSG00000131480.9"	0.804944289631248	0.263460372976017	0.173514472284152	0.380608732440847	0.243802100495454	0.147589340074928
"ENSG00000105656.13"	0.626513072812171	0.0309383510267844	0.105649180251778	0.206344573982142	0.0700882176336277	0.0647792076686713
"ENSG00000131979.19"	-0.535258124699682	-0.372031013724705	-0.199302993723653	-0.435414353902163	-0.307030812287246	-0.051659178750886
"ENSG00000170540.15"	-0.367249158467861	-0.460894580930416	-0.163750152555388	-0.416091959923875	-0.305615216161853	-0.212251207923519
"ENSG00000133874.2"	0.463260712328089	0.0692507893145597	0.184894374313785	0.156518138372632	-0.0463507042474918	0.0960350970829995
"ENSG00000106723.17"	-0.385132419485829	-0.207668878498778	-0.205910277643047	-0.276719575444563	-0.240503720530452	-0.404146072369476
"ENSG00000123329.18"	0.613139022072875	0.143915258220465	0.128782717709687	0.258625302967225	0.121830747609018	0.393343696980011
"ENSG00000286190.1"	0.648311472805249	0.374296920614885	0.159259493737704	0.497130879631082	0.218555977707258	0.205559252341579
"ENSG00000146067.16"	0.448883689176395	0.321401695875285	0.0297242503017099	0.251804927866104	0.204540996075169	0.15761569241288
"ENSG00000088038.19"	0.414675437905786	0.127697086911109	0.104152025326508	0.185821986409954	0.0995784857172755	0.0933945010677917
"ENSG00000116747.12"	-0.400294612756932	-0.346209132102712	-0.149124357119184	-0.344038078400765	-0.341415442965759	-0.0297468123095976
"ENSG00000138821.13"	-0.481376504869656	-0.211731446249055	-0.123726972265024	-0.177329940090132	-0.147150296970278	-0.371433559558365
"ENSG00000164951.16"	-0.35347244181458	-0.274216149827779	-0.14663590162381	-0.306759914748897	-0.209263173172211	-0.400707251597069
"ENSG00000170946.15"	-0.577111579668005	-0.0384441160101572	-0.339199306991445	-0.284413663132367	-0.104321833156121	-0.340366652219102
"ENSG00000171262.11"	-0.502386863264696	-0.0627673384688823	-0.109541274903724	-0.173012588846313	-0.00144645956237177	-0.177929460303116
"ENSG00000269858.6"	0.363506485517072	0.331591101797184	0.0174689307730969	0.234826965886519	0.233404085299346	0.396336096794082
"ENSG00000163291.14"	-0.51658522812191	-0.200055706171383	-0.324025128360993	-0.283688275091138	-0.21899598849628	-0.0575378574274636
"ENSG00000137841.12"	0.507999880209534	0.144093096654319	0.0486935142317932	0.138580579490513	0.0473580566075302	0.22404532785643
"ENSG00000077157.22"	0.650686835901639	0.141409801891531	0.0110136711399837	0.198713830088793	0.00443180159358025	0.092210392905681
"ENSG00000162413.16"	0.613045042471438	0.0458897284423241	0.132166825430035	0.189510744727391	0.126715543704035	0.11778954920654
"ENSG00000118596.12"	-0.590658187652793	-0.18279599368615	-0.294219253761337	-0.347710510535888	-0.245666625199057	-0.148670016060838
"ENSG00000130939.19"	0.340919804671064	-0.038186721209934	0.0105836042630685	0.0452080161081216	-0.0574527783741443	-0.0673734506495585
"ENSG00000164024.12"	-0.326282966598969	-0.100232984431777	-0.0547437418453196	-0.117583331195077	-0.0926820536971942	-0.229947728313855
"ENSG00000167522.16"	0.290738759324691	0.105811165446946	0.0283176813769348	0.133114991137733	0.0554210715621419	0.0446510610347381
"ENSG00000160991.16"	0.574796260356727	0.0193537478617962	0.0862122698964916	0.223690598598843	0.100030980533411	0.151207890849952
"ENSG00000213281.5"	-0.381040277647402	-0.23452156369063	-0.0754327123785812	-0.323461959014327	-0.244983188077309	-0.199354090038894
"ENSG00000099308.10"	0.613961857680312	-0.0524667384961388	0.0834172399432394	0.177909005187366	-0.0441423203508986	0.200634721947083
"ENSG00000196411.10"	0.854535671269945	-0.0182931055389175	0.290461549650519	0.207191062335375	0.131009980870068	0.172230365865632
"ENSG00000115232.14"	-0.408242098941983	-0.10814234068884	-0.143443574974052	-0.229940737365313	-0.154439321701309	-0.168484955073082
"ENSG00000243302.3"	0.456348717396212	0.359058672789305	0.108059252169298	0.384023958566089	0.219027672068326	0.722474889966454
"ENSG00000102753.10"	-0.3734244293804	-0.264572463720911	-0.134939955187803	-0.280714693327929	-0.202114077553526	-0.143682582248298
"ENSG00000078140.14"	-0.359737075262738	-0.291721099303761	-0.125755505786887	-0.239755468418092	-0.246116425179363	0.0183659108042251
"ENSG00000138363.15"	-0.322307242920621	-0.0732248883143374	-0.0455948764750289	-0.146043596735313	-0.0883786164577325	-0.19900196765087
"ENSG00000162636.16"	-0.392666715881354	-0.314642967436238	-0.154250549560199	-0.344016612368895	-0.263478404516021	-0.076145132795415
"ENSG00000129749.3"	0.631641781619535	0.456851633211064	0.208156991647289	0.386201975703873	0.266234016850048	0.223665666797485
"ENSG00000108352.12"	0.592454816822692	0.221320482956556	-0.0889895844886572	0.292043998893152	-0.110464724458073	0.118657480404306
"ENSG00000144320.14"	-0.44145823628328	-0.426327025087143	-0.269526884175654	-0.424310509454686	-0.403817201053616	-0.233572201858883
"ENSG00000182685.7"	0.7578927087006	0.589022380427321	0.0991879216757319	0.462120068177702	0.398467732355797	0.159998682359886
"ENSG00000092200.12"	0.897018399219154	0.385773995618935	0.363300482362176	0.390082328480117	0.260243501884816	0.429509950484548
"ENSG00000100106.21"	0.557204979516922	0.123369385307071	0.199496806452339	0.298115846356204	0.19337396856912	0.221302776159801
"ENSG00000171606.18"	0.291378124177764	0.233935191665944	0.161327479976539	0.229268956995054	0.218240839318845	-0.0166159331787235
"ENSG00000110042.8"	0.530630475651638	0.0719839338918344	0.0247924175465961	0.13180985290254	0.172821597634052	0.173650095594704
"ENSG00000022567.9"	0.72962432809807	0.140123755425315	0.153893065305397	0.313594184590174	0.101359592804457	0.0747703824943029
"ENSG00000142687.18"	0.406776410967187	0.0768312213305196	0.0160456857415827	0.0970562063502847	0.0302696486612009	0.369166523231788
"ENSG00000105397.13"	0.527206222045553	0.149732811998906	0.0744496589788932	0.247931656724132	0.0696715844156923	0.231885198250199
"ENSG00000267796.8"	0.635945364874793	0.355914656761168	0.0262993086610472	0.321943918992001	0.312146446863395	0.299557208456747
"ENSG00000068976.14"	0.511591901943184	0.244416398808593	-0.00557276105945181	0.254682025259175	0.0112278012291038	0.283123381025277
"ENSG00000153989.8"	-0.453236789730821	-0.148038026525722	-0.195020983990939	-0.296296085721888	-0.093811303868252	-0.247435088282151
"ENSG00000279330.1"	0.519636199025005	0.280473286262779	0.144977869275438	0.175099828199343	0.188684307704583	0.0533568949216432
"ENSG00000173638.19"	0.809362188770641	0.15396656231055	0.139407408433324	0.330944117256855	0.0863108801050378	0.151613462169577
"ENSG00000204977.10"	-0.388884465390005	-0.177639029059732	-0.186578305172101	-0.257739691785034	-0.149801352247788	0.00854506252777121
"ENSG00000205339.10"	-0.407794653354922	-0.18352302286717	-0.124524658350778	-0.226700335515788	-0.183151803969564	-0.172261846624912
"ENSG00000136643.12"	-0.374085097116703	-0.0125436314084837	-0.141767771362464	-0.252112144092481	-0.104035228382354	0.00227064424580581
"ENSG00000188419.14"	-0.428742698630155	-0.155985034284839	-0.0848370204152866	-0.247944695954237	-0.181799837523015	-0.237859652948223
"ENSG00000127527.14"	0.368685351166306	0.00358120338752244	0.0507505988625949	0.129542064264031	0.0430925843104362	0.0882391880306708
"ENSG00000129933.21"	0.401978531089979	0.142541253830715	0.0630406198693807	0.194124784667789	0.107298437342648	0.0581390652337133
"ENSG00000136383.6"	0.834928628127299	0.362676313493111	0.419724624940401	0.313435008887129	0.134984495015771	0.0801139856402174
"ENSG00000163320.11"	-0.355010118861629	-0.293672353106276	-0.221795526967628	-0.315785170391618	-0.272537096037831	-0.087134479405929
"ENSG00000142892.15"	-0.52366408568548	-0.0311340190008726	-0.0884714722690383	-0.216060133045605	-0.0955616913022839	-0.132537188227304
"ENSG00000174885.12"	0.809397005747113	0.234862181487666	0.165772507520558	0.382133135804852	0.129783589704245	0.0695664087789014
"ENSG00000058804.12"	-0.412732900285702	-0.165738891949093	-0.210925625385317	-0.264121229870661	-0.179671140210981	-0.271593264146018
"ENSG00000102858.13"	0.568700457827718	0.0634592291198501	0.0855383098844982	0.200443379044953	0.0331043307154513	0.0936564136156992
"ENSG00000168283.14"	-0.64197337776666	-0.221465824293711	-0.235265750299883	-0.393011626812958	-0.169928766776068	-0.223292168068788
"ENSG00000181744.8"	-0.36571048376519	-0.390096310308551	-0.159134098842316	-0.351898911502395	-0.348941438276558	-0.203629929082499
"ENSG00000187735.14"	-0.375080551339149	-0.219113676559748	-0.0638761724516588	-0.253263998673658	-0.178240031534171	-0.222731485243452
"ENSG00000130703.16"	0.438547385785123	-0.0273615136136778	0.0914394139970476	0.116234383038488	0.0301630807297757	0.0609149196498802
"ENSG00000159339.13"	1.07051500749929	-0.0390452381609698	0.25080375879822	0.260481464753314	0.0499255207407296	0.513674375996642
"ENSG00000126822.17"	0.640517338769945	0.210106145240228	0.230781081254393	0.334805576701354	0.200029854951295	0.199327802682785
"ENSG00000152683.14"	-0.342065676792141	-0.0904153387592688	-0.150043666944672	-0.2258406557597	-0.100878599527187	-0.0737014813366592
"ENSG00000158122.12"	-0.448290762360207	-0.208909934483689	-0.101111575150458	-0.33040533190126	-0.234238458619332	0.0408261358811535
"ENSG00000134830.5"	0.671490656344345	-0.0100499635001601	0.176627123896625	0.233527806194367	0.0731240090323722	0.226726043530044
"ENSG00000068383.19"	0.363629615510493	0.128409281780214	0.117054986060898	0.145129816153034	0.0818226252147367	0.0193908012127482
"ENSG00000140030.6"	-0.570438255371658	-0.361370324601904	-0.287231315547102	-0.469735636914433	-0.342439686233353	-0.106956220477358
"ENSG00000113790.11"	-0.622482102805871	-0.420740856343845	-0.223976997698833	-0.350174710682502	-0.39618627880048	-0.506974016658046
"ENSG00000141506.13"	0.427111201521029	0.00907509851755961	0.11764566391331	0.121949786895309	0.00756377548080245	0.0684449312072211
"ENSG00000154174.7"	-0.430813124027808	-0.098341492263339	-0.124523653949218	-0.17905144447696	-0.0941198974938313	-0.165985363853519
"ENSG00000213937.4"	0.919120821428886	0.303363545326029	0.161969049935749	0.519115838091972	0.385075932292204	0.305782164415487
"ENSG00000142405.21"	0.782003108128155	0.0418760910833269	0.193876762252347	0.282107385968287	0.0956642072350915	0.165500605819214
"ENSG00000185127.6"	-0.320976420322888	-0.156008886775819	-0.19084312443194	-0.18493059061222	-0.178950787242522	-0.13586861544238
"ENSG00000196562.14"	0.672842370236623	-0.0969677961551145	0.0854164230305514	0.0956890326432704	-0.114229704541167	0.0260989833424361
"ENSG00000114062.19"	-0.415197627219806	-0.133819394148307	-0.167921871939278	-0.232009895475146	-0.189219343188619	-0.299712531039845
"ENSG00000091073.19"	0.479911525426989	0.218372249203446	0.156484859956335	0.29957025813418	0.0687417468243243	0.052322418532774
"ENSG00000175711.8"	0.629981359121824	0.150075648963696	-0.0487084315856432	0.241712830697758	0.0453526966603803	0.260768570371321
"ENSG00000179021.10"	-0.415349285989066	-0.179366193489574	-0.118135424942726	-0.313322772829778	-0.177998715371526	0.0465087142996006
"ENSG00000257365.8"	0.457343529957162	0.0992726260972407	0.20582375803125	0.212530539655024	0.116931774424123	0.0685891863981016
"ENSG00000180539.7"	0.584504916236051	0.269926819733465	0.235337940946772	0.368266007790431	0.170245854305732	0.354245781190421
"ENSG00000125637.15"	0.45694643178704	0.0884702364391003	0.0941678726810125	0.169475113785627	0.0416562136010494	0.0500001226578775
"ENSG00000253981.5"	1.06733950511475	-0.063550869422015	0.180651050260765	0.163026129918082	0.0420599771597066	0.106582716374271
"ENSG00000112992.17"	-0.280982026370451	-0.180437913721392	-0.162455670478867	-0.235898541042903	-0.26996107580971	-0.267462759201891
"ENSG00000163050.17"	0.496483588734932	0.0315597530580698	0.177199897139875	0.190200069632689	0.0416069770266567	-0.0835378913391986
"ENSG00000078804.13"	1.11126845497969	-0.187275234926766	0.209344565528986	0.291295346305802	-0.00925685047566116	0.00283985515572915
"ENSG00000172932.14"	0.492362506750193	0.222207347960021	0.0658573229208193	0.271466583088775	0.134564504619905	0.195669729977634
"ENSG00000134970.14"	-0.622733102100939	-0.588905323560183	-0.295458780444535	-0.643790703385281	-0.46105843662679	0.183901348091632
"ENSG00000196371.3"	-0.423924457938333	-0.340065987690517	-0.260446890543583	-0.294386777619058	-0.3195336409588	0.0370203861724696
"ENSG00000132155.11"	0.469369983715222	-0.0443442824150537	0.114618694246797	0.108193676291375	0.0327854171704285	0.152723688045709
"ENSG00000118900.14"	0.599388800649397	-0.183088796589855	0.135784279304568	0.106190948163011	-0.116643709160773	0.0644479332137928
"ENSG00000156017.13"	-0.547044803562516	-0.142581644487897	-0.15785683521872	-0.319987766121655	-0.208631478994191	-0.521538678631074
"ENSG00000110046.13"	0.850895181633537	-0.0692772325752129	0.0150101476735447	0.202989346454535	-0.14103843696101	0.173000007529621
"ENSG00000051009.10"	0.391485307520758	0.157206477288242	-0.0216319169404455	0.0967248000504037	0.0176947354142616	0.15046486424197
"ENSG00000158711.13"	-0.335885299420479	-0.281179776020385	-0.172248803242657	-0.274520367199893	-0.246506367170274	-0.278533689413225
"ENSG00000170190.16"	0.662309329280616	0.1353929039399	0.209935204699075	0.33374942025169	0.18930256906932	0.245409088379931
"ENSG00000114650.20"	0.493808476315859	0.189900289058916	0.085918507753731	0.245445575615426	0.103521748312337	0.121003646996193
"ENSG00000012232.8"	0.594085397950122	-0.0832994165510739	0.0149090697327585	0.0520648548166669	-0.0775349135003047	0.116598237785319
"ENSG00000141428.17"	-0.476479169869846	-0.0549649709229376	0.0305297568624856	-0.141082900269506	-0.0157124640356652	0.116557211756283
"ENSG00000160055.19"	0.379023998929563	0.297204679118846	0.192100042934749	0.25793861160816	0.139927875196553	0.177344735514579
"ENSG00000130638.17"	-0.29468648717124	-0.0491465100330322	-0.0619184978034077	-0.0791790142088473	0.0526224408721498	-0.109543925525329
"ENSG00000142046.15"	0.718319968340787	0.231187605501033	0.308993919060129	0.368805521569811	0.231123349915367	0.265929853221317
"ENSG00000135272.10"	-0.347532666034966	-0.106348070226198	-0.101205967588456	-0.223391586480671	-0.129329724425651	-0.187054760949008
"ENSG00000139517.9"	-0.359530908619496	-0.141507143292357	-0.124439197244982	-0.19837863391832	-0.119236626930139	-0.308248956656735
"ENSG00000267283.1"	0.740562924586997	0.470685785548545	0.162777602356446	0.734831738717458	0.28804638642541	0.140755009861855
"ENSG00000072864.15"	0.431806573292636	0.0935868924898893	0.12429357027011	0.177089040687958	0.060097634227616	0.175079480663114
"ENSG00000163939.18"	-0.265056199732043	-0.178367139774713	-0.109698471704621	-0.173348031669957	-0.138838478463936	-0.206292791388945
"ENSG00000114626.18"	0.85801204144721	0.0632050726385041	0.25723886010459	0.343973427231508	0.14420913624581	0.158819199996323
"ENSG00000069849.11"	-0.377572869958347	-0.273358423469459	-0.0632426167020528	-0.287146295319035	-0.170180275307367	-0.0436833341261487
"ENSG00000127578.7"	1.18539778529662	0.611419124745302	0.543786699896135	0.846248063416437	0.914523456776789	0.0715343282907232
"ENSG00000133247.14"	0.663029299270813	0.523749153822668	0.401571849777159	0.544390288301902	0.421575406768904	0.176671451947498
